equipment_id,vibration_mean,vibration_std,vibration_max,vibration_min,temperature_mean,temperature_std,temperature_max,temperature_min,pressure_mean,pressure_std,pressure_max,pressure_min,current_mean,current_std,current_max,current_min,rpm_mean,rpm_std,rpm_max,rpm_min,tool_wear_mean,tool_wear_std,tool_wear_max,tool_wear_min,production_rate_mean,production_rate_std,production_rate_max,production_rate_min,ambient_temperature_mean,ambient_temperature_std,ambient_temperature_max,ambient_temperature_min,ambient_humidity_mean,ambient_humidity_std,ambient_humidity_max,ambient_humidity_min
Machine_L47211,2.99,,2.99,2.99,309.4,,309.4,309.4,179.8,,179.8,179.8,25.5,,25.5,25.5,1798.0,,1798.0,1798.0,89.0,,89.0,89.0,90.46091069677314,,90.46091069677314,90.46091069677314,34.206026422171036,,34.206026422171036,34.206026422171036,78.98987701957475,,78.98987701957475,78.98987701957475
Machine_L47212,2.99,,2.99,2.99,309.4,,309.4,309.4,141.9,,141.9,141.9,48.3,,48.3,48.3,1419.0,,1419.0,1419.0,91.0,,91.0,91.0,82.96439214426145,,82.96439214426145,82.96439214426145,25.28458552031553,,25.28458552031553,25.28458552031553,68.09116279252291,,68.09116279252291,68.09116279252291
Machine_L47213,2.989,,2.989,2.989,309.3,,309.3,309.3,166.5,,166.5,166.5,32.5,,32.5,32.5,1665.0,,1665.0,1665.0,93.0,,93.0,93.0,81.74444365644021,,81.74444365644021,81.74444365644021,16.425358678106775,,16.425358678106775,16.425358678106775,36.28316092135144,,36.28316092135144,36.28316092135144
Machine_14894,2.988,,2.988,2.988,309.1,,309.1,309.1,155.9,,155.9,155.9,34.7,,34.7,34.7,1559.0,,1559.0,1559.0,95.0,,95.0,95.0,89.1203698649093,,89.1203698649093,89.1203698649093,29.24445710708685,,29.24445710708685,29.24445710708685,63.260542059304015,,63.260542059304015,63.260542059304015
Machine_14895,2.988,,2.988,2.988,309.2,,309.2,309.2,145.2,,145.2,145.2,48.6,,48.6,48.6,1452.0,,1452.0,1452.0,98.0,,98.0,98.0,87.23366014018173,,87.23366014018173,87.23366014018173,29.760986381133975,,29.760986381133975,29.760986381133975,58.342851491329924,,58.342851491329924,58.342851491329924
Machine_14896,2.989,,2.989,2.989,309.2,,309.2,309.2,158.1,,158.1,158.1,36.7,,36.7,36.7,1581.0,,1581.0,1581.0,101.0,,101.0,101.0,82.87603338593772,,82.87603338593772,82.87603338593772,16.024620806450223,,16.024620806450223,16.024620806450223,32.79097190962852,,32.79097190962852,32.79097190962852
Machine_L47217,2.988,,2.988,2.988,309.1,,309.1,309.1,143.9,,143.9,143.9,39.2,,39.2,39.2,1439.0,,1439.0,1439.0,104.0,,104.0,104.0,83.29488008308219,,83.29488008308219,83.29488008308219,30.122671929171304,,30.122671929171304,30.122671929171304,45.60054492386105,,45.60054492386105,45.60054492386105
Machine_H29452,2.989,,2.989,2.989,309.2,,309.2,309.2,137.9,,137.9,137.9,50.7,,50.7,50.7,1379.0,,1379.0,1379.0,106.0,,106.0,106.0,86.98494716106755,,86.98494716106755,86.98494716106755,30.485254954219375,,30.485254954219375,30.485254954219375,68.6597393980069,,68.6597393980069,68.6597393980069
Machine_L47219,2.988,,2.988,2.988,309.1,,309.1,309.1,135.0,,135.0,135.0,52.5,,52.5,52.5,1350.0,,1350.0,1350.0,111.0,,111.0,111.0,98.05882361580099,,98.05882361580099,98.05882361580099,16.852462164302086,,16.852462164302086,16.852462164302086,64.33130910858844,,64.33130910858844,64.33130910858844
Machine_L47220,2.988,,2.988,2.988,309.1,,309.1,309.1,136.2,,136.2,136.2,45.4,,45.4,45.4,1362.0,,1362.0,1362.0,113.0,,113.0,113.0,96.35763913095005,,96.35763913095005,96.35763913095005,15.75640208254086,,15.75640208254086,15.75640208254086,62.06723002806708,,62.06723002806708,62.06723002806708
Machine_L47221,2.988,,2.988,2.988,309.1,,309.1,309.1,136.8,,136.8,136.8,50.8,,50.8,50.8,1368.0,,1368.0,1368.0,115.0,,115.0,115.0,98.60005669224678,,98.60005669224678,98.60005669224678,22.468592386116768,,22.468592386116768,22.468592386116768,74.24253490880398,,74.24253490880398,74.24253490880398
Machine_14902,2.988,,2.988,2.988,309.1,,309.1,309.1,136.8,,136.8,136.8,49.1,,49.1,49.1,1368.0,,1368.0,1368.0,117.0,,117.0,117.0,82.32659722961237,,82.32659722961237,82.32659722961237,15.581753539308172,,15.581753539308172,15.581753539308172,79.10080572120216,,79.10080572120216,79.10080572120216
Machine_H29457,2.988,,2.988,2.988,309.2,,309.2,309.2,137.2,,137.2,137.2,48.5,,48.5,48.5,1372.0,,1372.0,1372.0,120.0,,120.0,120.0,90.17029145011549,,90.17029145011549,90.17029145011549,26.9304092515399,,26.9304092515399,26.9304092515399,69.68980672983808,,69.68980672983808,69.68980672983808
Machine_14904,2.988,,2.988,2.988,309.1,,309.1,309.1,147.2,,147.2,147.2,47.5,,47.5,47.5,1472.0,,1472.0,1472.0,125.0,,125.0,125.0,99.54813590355917,,99.54813590355917,99.54813590355917,17.826216126908317,,17.826216126908317,17.826216126908317,64.91260327568652,,64.91260327568652,64.91260327568652
Machine_L47225,2.988,,2.988,2.988,309.1,,309.1,309.1,148.9,,148.9,148.9,49.1,,49.1,49.1,1489.0,,1489.0,1489.0,128.0,,128.0,128.0,85.90989663071188,,85.90989663071188,85.90989663071188,30.28604125323221,,30.28604125323221,30.28604125323221,64.46240574521778,,64.46240574521778,64.46240574521778
Machine_14906,2.987,,2.987,2.987,309.0,,309.0,309.0,184.3,,184.3,184.3,25.8,,25.8,25.8,1843.0,,1843.0,1843.0,130.0,,130.0,130.0,98.64627297946319,,98.64627297946319,98.64627297946319,25.77839917585638,,25.77839917585638,25.77839917585638,42.63626609740736,,42.63626609740736,42.63626609740736
Machine_L47227,2.988,,2.988,2.988,309.1,,309.1,309.1,141.8,,141.8,141.8,46.3,,46.3,46.3,1418.0,,1418.0,1418.0,133.0,,133.0,133.0,93.82168814987214,,93.82168814987214,93.82168814987214,20.628822265955478,,20.628822265955478,20.628822265955478,68.62054769948824,,68.62054769948824,68.62054769948824
Machine_H29462,2.988,,2.988,2.988,309.2,,309.2,309.2,142.5,,142.5,142.5,53.9,,53.9,53.9,1425.0,,1425.0,1425.0,135.0,,135.0,135.0,80.2578533245393,,80.2578533245393,80.2578533245393,26.99989042156289,,26.99989042156289,26.99989042156289,52.07817108045751,,52.07817108045751,52.07817108045751
Machine_14909,2.989,,2.989,2.989,309.2,,309.2,309.2,141.2,,141.2,141.2,44.1,,44.1,44.1,1412.0,,1412.0,1412.0,140.0,,140.0,140.0,90.38024962109507,,90.38024962109507,90.38024962109507,26.296063226607476,,26.296063226607476,26.296063226607476,56.39744048385764,,56.39744048385764,56.39744048385764
Machine_L47231,2.989,,2.989,2.989,309.1,,309.1,309.1,138.3,,138.3,138.3,54.9,,54.9,54.9,1383.0,,1383.0,1383.0,145.0,,145.0,145.0,99.71482413058065,,99.71482413058065,99.71482413058065,24.25908126590987,,24.25908126590987,24.25908126590987,57.217716027709145,,57.217716027709145,57.217716027709145
Machine_H29466,2.988,,2.988,2.988,309.0,,309.0,309.0,149.7,,149.7,149.7,43.8,,43.8,43.8,1497.0,,1497.0,1497.0,147.0,,147.0,147.0,99.56984193594879,,99.56984193594879,99.56984193594879,34.07810622536878,,34.07810622536878,34.07810622536878,69.20351397851098,,69.20351397851098,69.20351397851098
Machine_L47233,2.987,,2.987,2.987,309.0,,309.0,309.0,156.5,,156.5,156.5,35.1,,35.1,35.1,1565.0,,1565.0,1565.0,152.0,,152.0,152.0,92.95072078861199,,92.95072078861199,92.95072078861199,26.21199100214688,,26.21199100214688,26.21199100214688,63.86305697201068,,63.86305697201068,63.86305697201068
Machine_L47234,2.987,,2.987,2.987,309.0,,309.0,309.0,169.1,,169.1,169.1,30.1,,30.1,30.1,1691.0,,1691.0,1691.0,154.0,,154.0,154.0,98.83996368773235,,98.83996368773235,98.83996368773235,28.788335609975576,,28.788335609975576,28.788335609975576,43.94778470044413,,43.94778470044413,43.94778470044413
Machine_L47235,2.988,,2.988,2.988,309.1,,309.1,309.1,151.2,,151.2,151.2,40.7,,40.7,40.7,1512.0,,1512.0,1512.0,156.0,,156.0,156.0,95.91456359326504,,95.91456359326504,95.91456359326504,27.600452215721567,,27.600452215721567,27.600452215721567,78.09000825733804,,78.09000825733804,78.09000825733804
Machine_L47236,2.988,,2.988,2.988,309.1,,309.1,309.1,147.7,,147.7,147.7,42.4,,42.4,42.4,1477.0,,1477.0,1477.0,158.0,,158.0,158.0,97.18185328863571,,97.18185328863571,97.18185328863571,29.961434326622634,,29.961434326622634,29.961434326622634,45.41300981875274,,45.41300981875274,45.41300981875274
Machine_L47237,2.988,,2.988,2.988,309.1,,309.1,309.1,151.3,,151.3,151.3,40.3,,40.3,40.3,1513.0,,1513.0,1513.0,160.0,,160.0,160.0,93.65828385454394,,93.65828385454394,93.65828385454394,22.06258520616082,,22.06258520616082,22.06258520616082,60.50404735315408,,60.50404735315408,60.50404735315408
Machine_14918,2.988,,2.988,2.988,309.0,,309.0,309.0,166.1,,166.1,166.1,29.5,,29.5,29.5,1661.0,,1661.0,1661.0,162.0,,162.0,162.0,87.98333627291666,,87.98333627291666,87.98333627291666,30.790261420392213,,30.790261420392213,30.790261420392213,54.52109235417578,,54.52109235417578,54.52109235417578
Machine_L47239,2.988,,2.988,2.988,309.1,,309.1,309.1,137.8,,137.8,137.8,54.4,,54.4,54.4,1378.0,,1378.0,1378.0,165.0,,165.0,165.0,87.80730753935102,,87.80730753935102,87.80730753935102,18.85252687280946,,18.85252687280946,18.85252687280946,69.01653515715856,,69.01653515715856,69.01653515715856
Machine_L47240,2.988,,2.988,2.988,309.1,,309.1,309.1,139.3,,139.3,139.3,52.6,,52.6,52.6,1393.0,,1393.0,1393.0,167.0,,167.0,167.0,87.26575925131831,,87.26575925131831,87.26575925131831,25.064062016627144,,25.064062016627144,25.064062016627144,33.875586492898755,,33.875586492898755,33.875586492898755
Machine_14921,2.988,,2.988,2.988,309.0,,309.0,309.0,159.2,,159.2,159.2,38.2,,38.2,38.2,1592.0,,1592.0,1592.0,169.0,,169.0,169.0,81.9703201867085,,81.9703201867085,81.9703201867085,25.539327319195095,,25.539327319195095,25.539327319195095,55.18141401133911,,55.18141401133911,55.18141401133911
Machine_L47242,2.988,,2.988,2.988,309.0,,309.0,309.0,182.9,,182.9,182.9,22.9,,22.9,22.9,1829.0,,1829.0,1829.0,172.0,,172.0,172.0,81.17467947388614,,81.17467947388614,81.17467947388614,16.671325159802826,,16.671325159802826,16.671325159802826,53.31080444052837,,53.31080444052837,53.31080444052837
Machine_14923,2.989,,2.989,2.989,309.0,,309.0,309.0,181.2,,181.2,181.2,25.9,,25.9,25.9,1812.0,,1812.0,1812.0,174.0,,174.0,174.0,81.49772625821574,,81.49772625821574,81.49772625821574,22.065216781167486,,22.065216781167486,22.065216781167486,46.56897253644756,,46.56897253644756,46.56897253644756
Machine_L47244,2.99,,2.99,2.99,309.1,,309.1,309.1,152.3,,152.3,152.3,38.6,,38.6,38.6,1523.0,,1523.0,1523.0,177.0,,177.0,177.0,85.56697501825218,,85.56697501825218,85.56697501825218,18.482196225304556,,18.482196225304556,18.482196225304556,47.860805115827134,,47.860805115827134,47.860805115827134
Machine_L47245,2.99,,2.99,2.99,309.1,,309.1,309.1,139.4,,139.4,139.4,45.1,,45.1,45.1,1394.0,,1394.0,1394.0,179.0,,179.0,179.0,93.52490657005342,,93.52490657005342,93.52490657005342,19.092712447005468,,19.092712447005468,19.092712447005468,44.61934647259938,,44.61934647259938,44.61934647259938
Machine_14926,2.989,,2.989,2.989,308.9,,308.9,308.9,167.9,,167.9,167.9,28.7,,28.7,28.7,1679.0,,1679.0,1679.0,181.0,,181.0,181.0,93.02939065693053,,93.02939065693053,93.02939065693053,18.8158586748998,,18.8158586748998,18.8158586748998,55.31115689314287,,55.31115689314287,55.31115689314287
Machine_H29481,2.988,,2.988,2.988,308.9,,308.9,308.9,146.6,,146.6,146.6,44.1,,44.1,44.1,1466.0,,1466.0,1466.0,184.0,,184.0,184.0,96.36037508939229,,96.36037508939229,96.36037508939229,23.585074840936233,,23.585074840936233,23.585074840936233,31.880640793323572,,31.880640793323572,31.880640793323572
Machine_L47248,2.988,,2.988,2.988,308.9,,308.9,308.9,152.7,,152.7,152.7,32.4,,32.4,32.4,1527.0,,1527.0,1527.0,189.0,,189.0,189.0,93.74261975668398,,93.74261975668398,93.74261975668398,17.58699359362811,,17.58699359362811,17.58699359362811,70.07837143699547,,70.07837143699547,70.07837143699547
Machine_L47249,2.989,,2.989,2.989,309.0,,309.0,309.0,141.0,,141.0,141.0,65.7,,65.7,65.7,1410.0,,1410.0,1410.0,191.0,,191.0,191.0,91.25507462794184,,91.25507462794184,91.25507462794184,23.7205480716184,,23.7205480716184,23.7205480716184,63.604423750854586,,63.604423750854586,63.604423750854586
Machine_14930,2.989,,2.989,2.989,309.0,,309.0,309.0,192.4,,192.4,192.4,22.6,,22.6,22.6,1924.0,,1924.0,1924.0,193.0,,193.0,193.0,91.1240105586442,,91.1240105586442,91.1240105586442,22.290825820823223,,22.290825820823223,22.290825820823223,60.13685142824967,,60.13685142824967,60.13685142824967
Machine_L47251,2.989,,2.989,2.989,309.1,,309.1,309.1,145.2,,145.2,145.2,45.5,,45.5,45.5,1452.0,,1452.0,1452.0,196.0,,196.0,196.0,85.92727053783112,,85.92727053783112,85.92727053783112,30.357731494454796,,30.357731494454796,30.357731494454796,40.72414057352849,,40.72414057352849,40.72414057352849
Machine_L47252,2.989,,2.989,2.989,309.1,,309.1,309.1,136.9,,136.9,136.9,44.4,,44.4,44.4,1369.0,,1369.0,1369.0,198.0,,198.0,198.0,98.86640187633864,,98.86640187633864,98.86640187633864,28.158199493764087,,28.158199493764087,28.158199493764087,51.17784831571914,,51.17784831571914,51.17784831571914
Machine_L47253,2.99,,2.99,2.99,309.1,,309.1,309.1,159.2,,159.2,159.2,35.0,,35.0,35.0,1592.0,,1592.0,1592.0,200.0,,200.0,200.0,84.06609209676743,,84.06609209676743,84.06609209676743,30.78758921080879,,30.78758921080879,30.78758921080879,45.8509074694513,,45.8509074694513,45.8509074694513
Machine_L47254,2.989,,2.989,2.989,309.0,,309.0,309.0,160.1,,160.1,160.1,32.3,,32.3,32.3,1601.0,,1601.0,1601.0,202.0,,202.0,202.0,94.70383092619203,,94.70383092619203,94.70383092619203,31.45317106946083,,31.45317106946083,31.45317106946083,74.72062257157498,,74.72062257157498,74.72062257157498
Machine_L47255,2.988,,2.988,2.988,308.9,,308.9,308.9,137.9,,137.9,137.9,46.7,,46.7,46.7,1379.0,,1379.0,1379.0,204.0,,204.0,204.0,91.24169539664786,,91.24169539664786,91.24169539664786,31.235361081427893,,31.235361081427893,31.235361081427893,55.45708992284026,,55.45708992284026,55.45708992284026
Machine_L47256,2.988,,2.988,2.988,308.9,,308.9,308.9,146.1,,146.1,146.1,47.9,,47.9,47.9,1461.0,,1461.0,1461.0,206.0,,206.0,206.0,95.0174760470453,,95.0174760470453,95.0174760470453,28.304932546327592,,28.304932546327592,28.304932546327592,41.54328310739764,,41.54328310739764,41.54328310739764
Machine_L47257,2.988,,2.988,2.988,308.9,,308.9,308.9,145.5,,145.5,145.5,41.3,,41.3,41.3,1455.0,,1455.0,1455.0,208.0,,208.0,208.0,87.38863754910838,,87.38863754910838,87.38863754910838,19.509620705262037,,19.509620705262037,19.509620705262037,61.20394306015015,,61.20394306015015,61.20394306015015
Machine_L47258,2.988,,2.988,2.988,308.9,,308.9,308.9,139.8,,139.8,139.8,51.5,,51.5,51.5,1398.0,,1398.0,1398.0,0.0,,0.0,0.0,93.46338219685697,,93.46338219685697,93.46338219685697,26.71016674540422,,26.71016674540422,26.71016674540422,72.88998237884495,,72.88998237884495,72.88998237884495
Machine_L47259,2.988,,2.988,2.988,308.9,,308.9,308.9,140.2,,140.2,140.2,37.9,,37.9,37.9,1402.0,,1402.0,1402.0,2.0,,2.0,2.0,89.67429638611608,,89.67429638611608,89.67429638611608,22.695131780253128,,22.695131780253128,22.695131780253128,57.31426982235128,,57.31426982235128,57.31426982235128
Machine_H29494,2.988,,2.988,2.988,308.8,,308.8,308.8,144.5,,144.5,144.5,49.9,,49.9,49.9,1445.0,,1445.0,1445.0,4.0,,4.0,4.0,99.57376983435329,,99.57376983435329,99.57376983435329,24.245619527342832,,24.245619527342832,24.245619527342832,62.30871744311001,,62.30871744311001,62.30871744311001
Machine_L47261,2.989,,2.989,2.989,308.9,,308.9,308.9,145.0,,145.0,145.0,47.5,,47.5,47.5,1450.0,,1450.0,1450.0,9.0,,9.0,9.0,87.33352438442525,,87.33352438442525,87.33352438442525,17.501393824609966,,17.501393824609966,17.501393824609966,63.14492038508381,,63.14492038508381,63.14492038508381
Machine_L47262,2.989,,2.989,2.989,308.9,,308.9,308.9,145.3,,145.3,145.3,40.8,,40.8,40.8,1453.0,,1453.0,1453.0,11.0,,11.0,11.0,89.73826218808384,,89.73826218808384,89.73826218808384,22.224344871602067,,22.224344871602067,22.224344871602067,74.67284180783301,,74.67284180783301,74.67284180783301
