timestamp,equipment_id,vibration,temperature,pressure,current,rpm,tool_wear,degradation_level,failure_imminent,failure_type
2020-01-03 13:00:00,Machine_L47240,2.988,309.1,139.3,52.6,1393,167,0.835,False,No Failure
2020-01-03 14:00:00,Machine_14921,2.988,309.0,159.2,38.2,1592,169,0.845,False,No Failure
2020-01-03 15:00:00,Machine_L47242,2.988,309.0,182.9,22.9,1829,172,0.86,False,No Failure
2020-01-03 16:00:00,Machine_14923,2.989,309.0,181.2,25.9,1812,174,0.87,False,No Failure
2020-01-03 17:00:00,Machine_L47244,2.99,309.1,152.3,38.6,1523,177,0.885,False,No Failure
2020-01-03 18:00:00,Machine_L47245,2.99,309.1,139.4,45.1,1394,179,0.895,False,No Failure
2020-01-03 19:00:00,Machine_14926,2.989,308.9,167.9,28.7,1679,181,0.905,False,No Failure
2020-01-03 20:00:00,Machine_H29481,2.988,308.9,146.6,44.1,1466,184,0.92,False,No Failure
2020-01-03 21:00:00,Machine_L47248,2.988,308.9,152.7,32.4,1527,189,0.945,False,No Failure
2020-01-03 22:00:00,Machine_L47249,2.989,309.0,141.0,65.7,1410,191,0.955,True,Power Failure
2020-01-03 23:00:00,Machine_14930,2.989,309.0,192.4,22.6,1924,193,0.965,False,No Failure
2020-01-04 00:00:00,Machine_L47251,2.989,309.1,145.2,45.5,1452,196,0.98,False,No Failure
2020-01-04 01:00:00,Machine_L47252,2.989,309.1,136.9,44.4,1369,198,0.99,False,No Failure
2020-01-04 02:00:00,Machine_L47253,2.99,309.1,159.2,35.0,1592,200,1.0,False,No Failure
2020-01-04 03:00:00,Machine_L47254,2.989,309.0,160.1,32.3,1601,202,1.0,False,No Failure
2020-01-04 04:00:00,Machine_L47255,2.988,308.9,137.9,46.7,1379,204,1.0,False,No Failure
2020-01-04 05:00:00,Machine_L47256,2.988,308.9,146.1,47.9,1461,206,1.0,False,No Failure
2020-01-04 06:00:00,Machine_L47257,2.988,308.9,145.5,41.3,1455,208,1.0,True,Tool Wear Failure
2020-01-04 07:00:00,Machine_L47258,2.988,308.9,139.8,51.5,1398,0,0.0,False,No Failure
2020-01-04 08:00:00,Machine_L47259,2.988,308.9,140.2,37.9,1402,2,0.01,False,No Failure
2020-01-04 09:00:00,Machine_H29494,2.988,308.8,144.5,49.9,1445,4,0.02,False,No Failure
2020-01-04 10:00:00,Machine_L47261,2.989,308.9,145.0,47.5,1450,9,0.045,False,No Failure
2020-01-04 11:00:00,Machine_L47262,2.989,308.9,145.3,40.8,1453,11,0.055,False,No Failure
2020-01-04 12:00:00,Machine_L47263,2.99,309.0,146.9,40.1,1469,13,0.065,False,No Failure
2020-01-04 13:00:00,Machine_L47264,2.989,308.9,142.2,47.6,1422,15,0.075,False,No Failure
2020-01-04 14:00:00,Machine_14945,2.99,309.0,180.4,26.8,1804,17,0.085,False,No Failure
2020-01-04 15:00:00,Machine_H29500,2.99,309.0,143.6,43.9,1436,20,0.1,False,No Failure
2020-01-04 16:00:00,Machine_L47267,2.99,309.0,154.4,31.8,1544,25,0.125,False,No Failure
2020-01-04 17:00:00,Machine_14948,2.99,309.0,141.9,45.2,1419,27,0.135,False,No Failure
2020-01-04 18:00:00,Machine_14949,2.989,308.9,148.7,39.5,1487,30,0.15,False,No Failure
2020-01-04 19:00:00,Machine_L47270,2.989,308.9,175.3,25.8,1753,33,0.165,False,No Failure
2020-01-04 20:00:00,Machine_L47271,2.989,308.9,183.0,24.9,1830,35,0.175,False,No Failure
2020-01-04 21:00:00,Machine_14952,2.989,308.9,172.7,27.1,1727,37,0.185,False,No Failure
2020-01-04 22:00:00,Machine_L47273,2.991,309.0,145.0,43.0,1450,40,0.2,False,No Failure
2020-01-04 23:00:00,Machine_L47274,2.99,308.9,162.2,31.9,1622,42,0.21,False,No Failure
2020-01-05 00:00:00,Machine_14955,2.99,309.0,135.1,52.2,1351,44,0.22,False,No Failure
2020-01-05 01:00:00,Machine_14956,2.99,309.0,157.5,35.3,1575,47,0.235,False,No Failure
2020-01-05 02:00:00,Machine_14957,2.989,308.9,175.0,29.9,1750,50,0.25,False,No Failure
2020-01-05 03:00:00,Machine_L47278,2.989,308.8,152.9,32.7,1529,53,0.265,False,No Failure
2020-01-05 04:00:00,Machine_L47279,2.988,308.8,152.3,44.4,1523,55,0.275,False,No Failure
2020-01-05 05:00:00,Machine_L47280,2.988,308.9,185.2,25.0,1852,57,0.285,False,No Failure
2020-01-05 06:00:00,Machine_L47281,2.988,308.8,199.1,20.7,1991,59,0.295,False,No Failure
2020-01-05 07:00:00,Machine_L47282,2.988,308.8,155.5,40.6,1555,61,0.305,False,No Failure
2020-01-05 08:00:00,Machine_14963,2.988,308.8,144.1,40.5,1441,63,0.315,False,No Failure
2020-01-05 09:00:00,Machine_L47284,2.988,308.7,145.0,43.4,1450,66,0.33,False,No Failure
2020-01-05 10:00:00,Machine_L47285,2.988,308.7,159.1,31.1,1591,68,0.34,False,No Failure
2020-01-05 11:00:00,Machine_L47286,2.988,308.7,144.5,48.5,1445,70,0.35,False,No Failure
2020-01-05 12:00:00,Machine_14967,2.988,308.8,149.7,46.8,1497,72,0.36,False,No Failure
2020-01-05 13:00:00,Machine_H29522,2.989,308.8,162.1,32.7,1621,75,0.375,False,No Failure
2020-01-05 14:00:00,Machine_L47289,2.989,308.7,157.2,34.1,1572,80,0.4,False,No Failure
2020-01-05 15:00:00,Machine_L47290,2.988,308.6,187.2,22.5,1872,82,0.41,False,No Failure
2020-01-05 16:00:00,Machine_H29525,2.987,308.6,149.9,43.5,1499,84,0.42,False,No Failure
2020-01-05 17:00:00,Machine_14972,2.988,308.7,149.8,39.5,1498,89,0.445,False,No Failure
2020-01-05 18:00:00,Machine_14973,2.988,308.6,148.6,41.9,1486,92,0.46,False,No Failure
2020-01-05 19:00:00,Machine_L47294,2.988,308.6,168.0,29.4,1680,95,0.475,False,No Failure
2020-01-05 20:00:00,Machine_L47295,2.988,308.6,143.1,45.7,1431,97,0.485,False,No Failure
2020-01-05 21:00:00,Machine_L47296,2.989,308.7,156.4,34.1,1564,99,0.495,False,No Failure
2020-01-05 22:00:00,Machine_L47297,2.988,308.6,159.9,33.0,1599,101,0.505,False,No Failure
2020-01-05 23:00:00,Machine_14978,2.988,308.6,170.7,28.1,1707,103,0.515,False,No Failure
2020-01-06 00:00:00,Machine_L47299,2.987,308.5,146.7,40.7,1467,106,0.53,False,No Failure
2020-01-06 01:00:00,Machine_L47300,2.989,308.7,143.3,44.7,1433,108,0.54,False,No Failure
2020-01-06 02:00:00,Machine_L47301,2.989,308.7,155.8,41.2,1558,110,0.55,False,No Failure
2020-01-06 03:00:00,Machine_L47302,2.99,308.8,131.0,50.7,1310,112,0.56,False,No Failure
2020-01-06 04:00:00,Machine_L47303,2.989,308.7,154.6,43.4,1546,114,0.57,False,No Failure
2020-01-06 05:00:00,Machine_L47304,2.989,308.7,172.7,29.4,1727,116,0.58,False,No Failure
2020-01-06 06:00:00,Machine_L47305,2.989,308.6,156.0,32.2,1560,118,0.59,False,No Failure
2020-01-06 07:00:00,Machine_L47306,2.99,308.6,132.9,60.5,1329,120,0.6,False,No Failure
2020-01-06 08:00:00,Machine_L47307,2.989,308.6,141.3,46.5,1413,122,0.61,False,No Failure
2020-01-06 09:00:00,Machine_L47308,2.99,308.6,158.7,38.6,1587,124,0.62,False,No Failure
2020-01-06 10:00:00,Machine_L47309,2.989,308.5,155.9,34.3,1559,126,0.63,False,No Failure
2020-01-06 11:00:00,Machine_L47310,2.988,308.4,147.3,41.1,1473,128,0.64,False,No Failure
2020-01-06 12:00:00,Machine_L47311,2.988,308.4,173.7,27.7,1737,130,0.65,False,No Failure
2020-01-06 13:00:00,Machine_14992,2.987,308.4,144.1,43.2,1441,132,0.66,False,No Failure
2020-01-06 14:00:00,Machine_14993,2.987,308.4,143.0,49.6,1430,135,0.675,False,No Failure
2020-01-06 15:00:00,Machine_L47314,2.988,308.4,136.9,53.0,1369,138,0.69,False,No Failure
2020-01-06 16:00:00,Machine_14995,2.988,308.5,171.1,28.5,1711,140,0.7,False,No Failure
2020-01-06 17:00:00,Machine_H29550,2.987,308.5,142.0,45.7,1420,143,0.715,False,No Failure
2020-01-06 18:00:00,Machine_L47317,2.987,308.6,129.7,55.3,1297,148,0.74,False,No Failure
2020-01-06 19:00:00,Machine_H29552,2.988,308.6,144.9,49.4,1449,150,0.75,False,No Failure
2020-01-06 20:00:00,Machine_L47319,2.988,308.6,126.8,55.8,1268,155,0.775,False,No Failure
2020-01-06 21:00:00,Machine_L47320,2.988,308.6,151.1,36.1,1511,157,0.785,False,No Failure
2020-01-06 22:00:00,Machine_L47321,2.987,308.5,154.4,35.2,1544,159,0.795,False,No Failure
2020-01-06 23:00:00,Machine_15002,2.986,308.4,177.8,28.2,1778,161,0.805,False,No Failure
2020-01-07 00:00:00,Machine_H29557,2.986,308.4,140.7,50.5,1407,164,0.82,False,No Failure
2020-01-07 01:00:00,Machine_15004,2.986,308.4,139.1,42.4,1391,169,0.845,False,No Failure
2020-01-07 02:00:00,Machine_L47325,2.985,308.4,151.3,33.6,1513,172,0.86,False,No Failure
2020-01-07 03:00:00,Machine_H29560,2.985,308.4,161.2,36.1,1612,174,0.87,False,No Failure
2020-01-07 04:00:00,Machine_L47327,2.984,308.4,151.5,40.1,1515,179,0.895,False,No Failure
2020-01-07 05:00:00,Machine_15008,2.983,308.3,137.9,48.0,1379,181,0.905,False,No Failure
2020-01-07 06:00:00,Machine_L47329,2.984,308.3,147.3,39.9,1473,184,0.92,False,No Failure
2020-01-07 07:00:00,Machine_L47330,2.984,308.3,142.2,42.7,1422,186,0.93,False,No Failure
2020-01-07 08:00:00,Machine_15011,2.984,308.2,146.3,37.6,1463,188,0.94,False,No Failure
2020-01-07 09:00:00,Machine_15012,2.984,308.2,158.4,41.0,1584,191,0.955,False,No Failure
2020-01-07 10:00:00,Machine_L47333,2.984,308.2,185.0,27.0,1850,194,0.97,False,No Failure
2020-01-07 11:00:00,Machine_L47334,2.984,308.2,152.8,36.2,1528,196,0.98,False,No Failure
2020-01-07 12:00:00,Machine_H29569,2.984,308.2,198.7,19.8,1987,198,0.99,False,No Failure
2020-01-07 13:00:00,Machine_15016,2.984,308.1,149.5,46.0,1495,203,1.0,False,No Failure
2020-01-07 14:00:00,Machine_H29571,2.984,308.2,147.8,43.5,1478,206,1.0,False,No Failure
2020-01-07 15:00:00,Machine_15018,2.984,308.2,149.9,40.0,1499,211,1.0,False,No Failure
2020-01-07 16:00:00,Machine_L47339,2.984,308.2,147.1,47.0,1471,214,1.0,False,No Failure
2020-01-07 17:00:00,Machine_L47340,2.984,308.2,128.2,60.7,1282,216,1.0,True,Overstrain Failure
2020-01-07 18:00:00,Machine_L47341,2.983,308.1,141.2,52.3,1412,218,1.0,True,Overstrain Failure
2020-01-07 19:00:00,Machine_L47342,2.983,308.1,158.6,35.5,1586,0,0.0,False,No Failure
2020-01-07 20:00:00,Machine_15023,2.984,308.2,146.8,43.8,1468,2,0.01,False,No Failure
2020-01-07 21:00:00,Machine_15024,2.985,308.3,144.0,43.6,1440,5,0.025,False,No Failure
2020-01-07 22:00:00,Machine_L47345,2.985,308.4,173.3,26.0,1733,8,0.04,False,No Failure
2020-01-07 23:00:00,Machine_H29580,2.984,308.2,161.2,32.6,1612,10,0.05,False,No Failure
2020-01-08 00:00:00,Machine_H29581,2.984,308.3,145.8,42.9,1458,15,0.075,False,No Failure
2020-01-08 01:00:00,Machine_L47348,2.984,308.3,143.3,62.3,1433,20,0.1,True,Power Failure
2020-01-08 02:00:00,Machine_L47349,2.984,308.3,131.8,59.1,1318,22,0.11,False,No Failure
2020-01-08 03:00:00,Machine_15030,2.984,308.2,161.0,35.0,1610,24,0.12,False,No Failure
2020-01-08 04:00:00,Machine_L47351,2.9819999999999998,308.1,146.2,50.8,1462,27,0.135,False,No Failure
2020-01-08 05:00:00,Machine_15032,2.9810000000000003,308.0,192.4,20.8,1924,29,0.145,False,No Failure
2020-01-08 06:00:00,Machine_15033,2.9819999999999998,308.0,159.1,33.7,1591,32,0.16,False,No Failure
2020-01-08 07:00:00,Machine_L47354,2.9819999999999998,308.1,130.6,58.3,1306,35,0.175,False,No Failure
2020-01-08 08:00:00,Machine_L47355,2.9819999999999998,308.1,138.2,43.5,1382,37,0.185,False,No Failure
2020-01-08 09:00:00,Machine_L47356,2.9819999999999998,308.1,161.8,34.7,1618,39,0.195,False,No Failure
2020-01-08 10:00:00,Machine_L47357,2.9819999999999998,308.2,198.8,21.4,1988,41,0.205,False,No Failure
2020-01-08 11:00:00,Machine_L47358,2.9819999999999998,308.2,143.6,50.2,1436,43,0.215,False,No Failure
2020-01-08 12:00:00,Machine_L47359,2.9819999999999998,308.3,130.4,49.8,1304,45,0.225,False,No Failure
2020-01-08 13:00:00,Machine_L47360,2.9819999999999998,308.3,147.5,49.9,1475,47,0.235,False,No Failure
2020-01-08 14:00:00,Machine_H29595,2.9819999999999998,308.3,182.4,24.2,1824,49,0.245,False,No Failure
2020-01-08 15:00:00,Machine_15042,2.9810000000000003,308.2,134.2,48.1,1342,54,0.27,False,No Failure
2020-01-08 16:00:00,Machine_L47363,2.9810000000000003,308.2,148.5,40.7,1485,57,0.285,False,No Failure
2020-01-08 17:00:00,Machine_L47364,2.9819999999999998,308.2,166.7,30.6,1667,59,0.295,False,No Failure
2020-01-08 18:00:00,Machine_L47365,2.9819999999999998,308.2,144.6,38.2,1446,61,0.305,False,No Failure
2020-01-08 19:00:00,Machine_L47366,2.9810000000000003,308.3,130.1,56.0,1301,63,0.315,False,No Failure
2020-01-08 20:00:00,Machine_L47367,2.9819999999999998,308.4,137.9,43.1,1379,65,0.325,False,No Failure
2020-01-08 21:00:00,Machine_L47368,2.983,308.5,160.6,33.6,1606,67,0.335,False,No Failure
2020-01-08 22:00:00,Machine_15049,2.983,308.4,153.9,43.4,1539,69,0.345,False,No Failure
2020-01-08 23:00:00,Machine_L47370,2.9819999999999998,308.4,147.7,49.9,1477,72,0.36,False,No Failure
2020-01-09 00:00:00,Machine_L47371,2.9819999999999998,308.4,166.6,34.6,1666,74,0.37,False,No Failure
2020-01-09 01:00:00,Machine_H29606,2.9819999999999998,308.4,139.8,51.8,1398,76,0.38,False,No Failure
2020-01-09 02:00:00,Machine_H29607,2.9819999999999998,308.4,167.8,34.6,1678,81,0.405,False,No Failure
2020-01-09 03:00:00,Machine_15054,2.9819999999999998,308.5,267.8,10.7,2678,86,0.43,True,Power Failure
2020-01-09 04:00:00,Machine_L47375,2.983,308.5,145.3,42.9,1453,89,0.445,False,No Failure
2020-01-09 05:00:00,Machine_H29610,2.983,308.6,143.2,49.5,1432,91,0.455,False,No Failure
2020-01-09 06:00:00,Machine_15057,2.984,308.6,152.7,40.9,1527,96,0.48,False,No Failure
2020-01-09 07:00:00,Machine_L47378,2.984,308.7,158.8,35.0,1588,99,0.495,False,No Failure
2020-01-09 08:00:00,Machine_L47379,2.984,308.6,143.3,47.1,1433,101,0.505,False,No Failure
2020-01-09 09:00:00,Machine_L47380,2.984,308.6,160.9,35.0,1609,103,0.515,False,No Failure
2020-01-09 10:00:00,Machine_L47381,2.983,308.5,157.5,41.2,1575,105,0.525,False,No Failure
2020-01-09 11:00:00,Machine_15062,2.984,308.5,163.6,35.7,1636,107,0.535,False,No Failure
2020-01-09 12:00:00,Machine_L47383,2.984,308.5,149.0,37.9,1490,110,0.55,False,No Failure
2020-01-09 13:00:00,Machine_L47384,2.984,308.5,174.1,32.8,1741,112,0.56,False,No Failure
2020-01-09 14:00:00,Machine_15065,2.985,308.6,134.4,53.0,1344,114,0.57,False,No Failure
2020-01-09 15:00:00,Machine_L47386,2.985,308.7,160.9,35.3,1609,117,0.585,False,No Failure
2020-01-09 16:00:00,Machine_15067,2.984,308.7,142.1,60.7,1421,119,0.595,True,Power Failure
2020-01-09 17:00:00,Machine_L47388,2.984,308.6,159.1,36.7,1591,122,0.61,False,No Failure
2020-01-09 18:00:00,Machine_L47389,2.984,308.6,147.7,44.0,1477,124,0.62,False,No Failure
2020-01-09 19:00:00,Machine_L47390,2.984,308.7,152.3,36.1,1523,126,0.63,False,No Failure
2020-01-09 20:00:00,Machine_L47391,2.985,308.7,157.5,33.9,1575,128,0.64,False,No Failure
2020-01-09 21:00:00,Machine_H29626,2.984,308.7,134.4,52.9,1344,130,0.65,False,No Failure
2020-01-09 22:00:00,Machine_L47393,2.984,308.7,138.6,44.9,1386,135,0.675,False,No Failure
2020-01-09 23:00:00,Machine_15074,2.983,308.6,158.9,37.1,1589,137,0.685,False,No Failure
2020-01-10 00:00:00,Machine_L47395,2.983,308.6,154.8,40.3,1548,140,0.7,False,No Failure
2020-01-10 01:00:00,Machine_L47396,2.983,308.6,149.9,38.3,1499,142,0.71,False,No Failure
2020-01-10 02:00:00,Machine_L47397,2.983,308.5,166.4,31.6,1664,144,0.72,False,No Failure
2020-01-10 03:00:00,Machine_L47398,2.983,308.6,144.7,38.1,1447,146,0.73,False,No Failure
2020-01-10 04:00:00,Machine_15079,2.983,308.5,143.4,46.2,1434,148,0.74,False,No Failure
2020-01-10 05:00:00,Machine_L47400,2.983,308.5,141.6,52.7,1416,151,0.755,False,No Failure
2020-01-10 06:00:00,Machine_H29635,2.984,308.5,182.7,24.3,1827,153,0.765,False,No Failure
2020-01-10 07:00:00,Machine_L47402,2.984,308.6,130.4,45.0,1304,158,0.79,False,No Failure
2020-01-10 08:00:00,Machine_L47403,2.984,308.6,156.9,34.4,1569,160,0.8,False,No Failure
2020-01-10 09:00:00,Machine_L47404,2.983,308.6,158.4,29.3,1584,162,0.81,False,No Failure
2020-01-10 10:00:00,Machine_L47405,2.983,308.5,136.2,53.8,1362,164,0.82,False,No Failure
2020-01-10 11:00:00,Machine_L47406,2.983,308.4,132.9,49.2,1329,166,0.83,False,No Failure
2020-01-10 12:00:00,Machine_L47407,2.983,308.5,153.9,36.1,1539,168,0.84,False,No Failure
2020-01-10 13:00:00,Machine_15088,2.983,308.5,162.9,37.1,1629,170,0.85,False,No Failure
2020-01-10 14:00:00,Machine_L47409,2.983,308.5,153.8,32.2,1538,173,0.865,False,No Failure
2020-01-10 15:00:00,Machine_L47410,2.983,308.6,157.0,34.8,1570,175,0.875,False,No Failure
2020-01-10 16:00:00,Machine_L47411,2.983,308.4,140.8,43.1,1408,177,0.885,False,No Failure
2020-01-10 17:00:00,Machine_L47412,2.9819999999999998,308.4,142.4,47.6,1424,179,0.895,False,No Failure
2020-01-10 18:00:00,Machine_L47413,2.9819999999999998,308.4,151.2,34.9,1512,181,0.905,False,No Failure
2020-01-10 19:00:00,Machine_L47414,2.9819999999999998,308.4,147.8,42.9,1478,183,0.915,False,No Failure
2020-01-10 20:00:00,Machine_15095,2.9810000000000003,308.3,168.0,33.7,1680,185,0.925,False,No Failure
2020-01-10 21:00:00,Machine_L47416,2.9810000000000003,308.3,149.5,38.7,1495,188,0.94,False,No Failure
2020-01-10 22:00:00,Machine_15097,2.98,308.1,155.2,36.6,1552,190,0.95,False,No Failure
2020-01-10 23:00:00,Machine_L47418,2.9789999999999996,308.1,139.3,50.3,1393,193,0.965,False,No Failure
2020-01-11 00:00:00,Machine_L47419,2.98,308.2,161.1,30.6,1611,195,0.975,False,No Failure
2020-01-11 01:00:00,Machine_15100,2.98,308.1,133.9,51.6,1339,197,0.985,False,No Failure
2020-01-11 02:00:00,Machine_L47421,2.98,308.1,177.7,24.3,1777,200,1.0,False,No Failure
2020-01-11 03:00:00,Machine_L47422,2.98,308.2,134.8,58.8,1348,202,1.0,True,Overstrain Failure
2020-01-11 04:00:00,Machine_L47423,2.98,308.2,144.2,44.1,1442,204,1.0,False,No Failure
2020-01-11 05:00:00,Machine_15104,2.98,308.2,139.5,49.1,1395,206,1.0,False,No Failure
2020-01-11 06:00:00,Machine_15105,2.9789999999999996,308.1,162.7,31.4,1627,209,1.0,False,No Failure
2020-01-11 07:00:00,Machine_L47426,2.9789999999999996,308.1,158.5,33.5,1585,212,1.0,False,No Failure
2020-01-11 08:00:00,Machine_L47427,2.98,308.2,146.9,45.5,1469,214,1.0,False,No Failure
2020-01-11 09:00:00,Machine_L47428,2.98,308.3,136.2,56.8,1362,216,1.0,True,Overstrain Failure
2020-01-11 10:00:00,Machine_L47429,2.98,308.3,140.5,56.2,1405,218,1.0,True,Overstrain Failure
2020-01-11 11:00:00,Machine_L47430,2.98,308.3,166.2,32.7,1662,0,0.0,False,No Failure
2020-01-11 12:00:00,Machine_15111,2.98,308.2,146.6,42.6,1466,2,0.01,False,No Failure
2020-01-11 13:00:00,Machine_L47432,2.98,308.2,162.0,35.8,1620,5,0.025,False,No Failure
2020-01-11 14:00:00,Machine_L47433,2.98,308.2,135.7,48.2,1357,7,0.035,False,No Failure
2020-01-11 15:00:00,Machine_L47434,2.98,308.2,151.4,37.9,1514,9,0.045,False,No Failure
2020-01-11 16:00:00,Machine_L47435,2.98,308.2,148.9,40.4,1489,11,0.055,False,No Failure
2020-01-11 17:00:00,Machine_L47436,2.9810000000000003,308.3,133.1,63.0,1331,13,0.065,False,No Failure
2020-01-11 18:00:00,Machine_L47437,2.98,308.0,161.5,29.5,1615,15,0.075,False,No Failure
2020-01-11 19:00:00,Machine_L47438,2.9810000000000003,308.2,148.2,37.9,1482,17,0.085,False,No Failure
