timestamp,equipment_id,vibration,temperature,pressure,current,rpm,tool_wear,degradation_level,failure_imminent,failure_type,production_rate,shift,operator_id,ambient_temperature,ambient_humidity
2020-01-01 18:00:00,Machine_14877,2.987,309.2,141.0,45.6,1410,47,0.235,False,No Failure,89.10692110176551,A,OP_012,28.309534559752432,68.6229143762179
2020-01-01 19:00:00,Machine_H29432,2.988,309.2,130.6,54.5,1306,50,0.25,False,No Failure,93.04424770613747,B,OP_013,24.643445072535552,39.67091846675896
2020-01-01 20:00:00,Machine_14879,2.989,309.3,163.2,32.5,1632,55,0.275,False,No Failure,83.00109895615765,C,OP_001,22.746789619522477,45.51179288402707
2020-01-01 21:00:00,Machine_H29434,2.989,309.3,137.5,42.7,1375,58,0.29,False,No Failure,92.15763325889418,C,OP_011,20.51936034125064,47.54056964431172
2020-01-01 22:00:00,Machine_L47201,2.988,309.3,145.0,44.8,1450,63,0.315,False,No Failure,85.30697936571721,C,OP_007,30.408186911438605,74.37188391919874
2020-01-01 23:00:00,Machine_14882,2.989,309.3,158.1,30.7,1581,65,0.325,False,No Failure,94.12535420321673,C,OP_010,15.5186935472862,60.23822337181235
2020-01-02 00:00:00,Machine_L47203,2.99,309.4,175.8,25.7,1758,68,0.34,False,No Failure,95.7728089714059,A,OP_002,25.439692753507373,57.217637578488805
2020-01-02 01:00:00,Machine_14884,2.99,309.4,156.1,37.3,1561,70,0.35,False,No Failure,88.54718008214596,C,OP_012,21.36447535012133,77.99903762428104
2020-01-02 02:00:00,Machine_L47205,2.99,309.5,186.1,23.3,1861,73,0.365,False,No Failure,82.63352794958189,A,OP_006,23.786953735550803,65.90233517835223
2020-01-02 03:00:00,Machine_L47206,2.991,309.5,151.2,39.0,1512,75,0.375,False,No Failure,90.58593155981904,B,OP_002,34.43154909609284,58.20843112364818
2020-01-02 04:00:00,Machine_H29441,2.991,309.4,181.1,24.6,1811,77,0.385,False,No Failure,98.85469017994436,A,OP_002,21.54584437062499,68.80784763517106
2020-01-02 05:00:00,Machine_L47208,2.991,309.4,143.9,44.2,1439,82,0.41,False,No Failure,85.65110764866351,C,OP_017,31.476548719269097,35.734045327389154
2020-01-02 06:00:00,Machine_L47209,2.99,309.4,169.3,30.1,1693,84,0.42,False,No Failure,89.57826471414958,A,OP_005,25.203059686877474,41.12153707742129
2020-01-02 07:00:00,Machine_14890,2.991,309.5,133.9,48.2,1339,86,0.43,False,No Failure,89.909613522028,B,OP_018,20.03039049523991,37.43539314534477
2020-01-02 08:00:00,Machine_L47211,2.99,309.4,179.8,25.5,1798,89,0.445,False,No Failure,90.46091069677314,A,OP_007,34.206026422171036,78.98987701957475
2020-01-02 09:00:00,Machine_L47212,2.99,309.4,141.9,48.3,1419,91,0.455,False,No Failure,82.96439214426145,A,OP_011,25.28458552031553,68.09116279252291
2020-01-02 10:00:00,Machine_L47213,2.989,309.3,166.5,32.5,1665,93,0.465,False,No Failure,81.74444365644021,B,OP_002,16.425358678106775,36.28316092135144
2020-01-02 11:00:00,Machine_14894,2.988,309.1,155.9,34.7,1559,95,0.475,False,No Failure,89.1203698649093,A,OP_009,29.24445710708685,63.260542059304015
2020-01-02 12:00:00,Machine_14895,2.988,309.2,145.2,48.6,1452,98,0.49,False,No Failure,87.23366014018173,A,OP_014,29.760986381133975,58.342851491329924
2020-01-02 13:00:00,Machine_14896,2.989,309.2,158.1,36.7,1581,101,0.505,False,No Failure,82.87603338593772,A,OP_012,16.024620806450223,32.79097190962852
2020-01-02 14:00:00,Machine_L47217,2.988,309.1,143.9,39.2,1439,104,0.52,False,No Failure,83.29488008308219,C,OP_006,30.122671929171304,45.60054492386105
2020-01-02 15:00:00,Machine_H29452,2.989,309.2,137.9,50.7,1379,106,0.53,False,No Failure,86.98494716106755,A,OP_006,30.485254954219375,68.6597393980069
2020-01-02 16:00:00,Machine_L47219,2.988,309.1,135.0,52.5,1350,111,0.555,False,No Failure,98.05882361580099,C,OP_013,16.852462164302086,64.33130910858844
2020-01-02 17:00:00,Machine_L47220,2.988,309.1,136.2,45.4,1362,113,0.565,False,No Failure,96.35763913095005,C,OP_005,15.75640208254086,62.06723002806708
2020-01-02 18:00:00,Machine_L47221,2.988,309.1,136.8,50.8,1368,115,0.575,False,No Failure,98.60005669224678,C,OP_017,22.468592386116768,74.24253490880398
2020-01-02 19:00:00,Machine_14902,2.988,309.1,136.8,49.1,1368,117,0.585,False,No Failure,82.32659722961237,B,OP_002,15.581753539308172,79.10080572120216
2020-01-02 20:00:00,Machine_H29457,2.988,309.2,137.2,48.5,1372,120,0.6,False,No Failure,90.17029145011549,C,OP_004,26.9304092515399,69.68980672983808
2020-01-02 21:00:00,Machine_14904,2.988,309.1,147.2,47.5,1472,125,0.625,False,No Failure,99.54813590355917,C,OP_006,17.826216126908317,64.91260327568652
2020-01-02 22:00:00,Machine_L47225,2.988,309.1,148.9,49.1,1489,128,0.64,False,No Failure,85.90989663071188,B,OP_011,30.28604125323221,64.46240574521778
2020-01-02 23:00:00,Machine_14906,2.987,309.0,184.3,25.8,1843,130,0.65,False,No Failure,98.64627297946319,B,OP_015,25.77839917585638,42.63626609740736
2020-01-03 00:00:00,Machine_L47227,2.988,309.1,141.8,46.3,1418,133,0.665,False,No Failure,93.82168814987214,C,OP_005,20.628822265955478,68.62054769948824
2020-01-03 01:00:00,Machine_H29462,2.988,309.2,142.5,53.9,1425,135,0.675,False,No Failure,80.2578533245393,C,OP_010,26.99989042156289,52.07817108045751
2020-01-03 02:00:00,Machine_14909,2.989,309.2,141.2,44.1,1412,140,0.7,False,No Failure,90.38024962109507,B,OP_015,26.296063226607476,56.39744048385764
2020-01-03 04:00:00,Machine_L47231,2.989,309.1,138.3,54.9,1383,145,0.725,False,No Failure,99.71482413058065,C,OP_010,24.25908126590987,57.217716027709145
2020-01-03 05:00:00,Machine_H29466,2.988,309.0,149.7,43.8,1497,147,0.735,False,No Failure,99.56984193594879,C,OP_001,34.07810622536878,69.20351397851098
2020-01-03 06:00:00,Machine_L47233,2.987,309.0,156.5,35.1,1565,152,0.76,False,No Failure,92.95072078861199,B,OP_009,26.21199100214688,63.86305697201068
2020-01-03 07:00:00,Machine_L47234,2.987,309.0,169.1,30.1,1691,154,0.77,False,No Failure,98.83996368773235,A,OP_011,28.788335609975576,43.94778470044413
2020-01-03 08:00:00,Machine_L47235,2.988,309.1,151.2,40.7,1512,156,0.78,False,No Failure,95.91456359326504,C,OP_001,27.600452215721567,78.09000825733804
2020-01-03 09:00:00,Machine_L47236,2.988,309.1,147.7,42.4,1477,158,0.79,False,No Failure,97.18185328863571,B,OP_008,29.961434326622634,45.41300981875274
2020-01-03 10:00:00,Machine_L47237,2.988,309.1,151.3,40.3,1513,160,0.8,False,No Failure,93.65828385454394,C,OP_016,22.06258520616082,60.50404735315408
2020-01-03 11:00:00,Machine_14918,2.988,309.0,166.1,29.5,1661,162,0.81,False,No Failure,87.98333627291666,C,OP_002,30.790261420392213,54.52109235417578
2020-01-03 12:00:00,Machine_L47239,2.988,309.1,137.8,54.4,1378,165,0.825,False,No Failure,87.80730753935102,A,OP_019,18.85252687280946,69.01653515715856
2020-01-03 13:00:00,Machine_L47240,2.988,309.1,139.3,52.6,1393,167,0.835,False,No Failure,87.26575925131831,B,OP_018,25.064062016627144,33.875586492898755
2020-01-03 14:00:00,Machine_14921,2.988,309.0,159.2,38.2,1592,169,0.845,False,No Failure,81.9703201867085,A,OP_005,25.539327319195095,55.18141401133911
2020-01-03 15:00:00,Machine_L47242,2.988,309.0,182.9,22.9,1829,172,0.86,False,No Failure,81.17467947388614,C,OP_009,16.671325159802826,53.31080444052837
2020-01-03 16:00:00,Machine_14923,2.989,309.0,181.2,25.9,1812,174,0.87,False,No Failure,81.49772625821574,C,OP_001,22.065216781167486,46.56897253644756
2020-01-03 17:00:00,Machine_L47244,2.99,309.1,152.3,38.6,1523,177,0.885,False,No Failure,85.56697501825218,A,OP_001,18.482196225304556,47.860805115827134
2020-01-03 18:00:00,Machine_L47245,2.99,309.1,139.4,45.1,1394,179,0.895,False,No Failure,93.52490657005342,B,OP_003,19.092712447005468,44.61934647259938
2020-01-03 19:00:00,Machine_14926,2.989,308.9,167.9,28.7,1679,181,0.905,False,No Failure,93.02939065693053,B,OP_004,18.8158586748998,55.31115689314287
2020-01-03 20:00:00,Machine_H29481,2.988,308.9,146.6,44.1,1466,184,0.92,False,No Failure,96.36037508939229,A,OP_004,23.585074840936233,31.880640793323572
2020-01-03 21:00:00,Machine_L47248,2.988,308.9,152.7,32.4,1527,189,0.945,False,No Failure,93.74261975668398,A,OP_007,17.58699359362811,70.07837143699547
2020-01-03 22:00:00,Machine_L47249,2.989,309.0,141.0,65.7,1410,191,0.955,True,Power Failure,91.25507462794184,A,OP_016,23.7205480716184,63.604423750854586
2020-01-03 23:00:00,Machine_14930,2.989,309.0,192.4,22.6,1924,193,0.965,False,No Failure,91.1240105586442,B,OP_003,22.290825820823223,60.13685142824967
2020-01-04 00:00:00,Machine_L47251,2.989,309.1,145.2,45.5,1452,196,0.98,False,No Failure,85.92727053783112,C,OP_016,30.357731494454796,40.72414057352849
2020-01-04 01:00:00,Machine_L47252,2.989,309.1,136.9,44.4,1369,198,0.99,False,No Failure,98.86640187633864,A,OP_006,28.158199493764087,51.17784831571914
2020-01-04 02:00:00,Machine_L47253,2.99,309.1,159.2,35.0,1592,200,1.0,False,No Failure,84.06609209676743,B,OP_007,30.78758921080879,45.8509074694513
2020-01-04 03:00:00,Machine_L47254,2.989,309.0,160.1,32.3,1601,202,1.0,False,No Failure,94.70383092619203,C,OP_016,31.45317106946083,74.72062257157498
2020-01-04 04:00:00,Machine_L47255,2.988,308.9,137.9,46.7,1379,204,1.0,False,No Failure,91.24169539664786,B,OP_005,31.235361081427893,55.45708992284026
2020-01-04 05:00:00,Machine_L47256,2.988,308.9,146.1,47.9,1461,206,1.0,False,No Failure,95.0174760470453,C,OP_001,28.304932546327592,41.54328310739764
2020-01-04 06:00:00,Machine_L47257,2.988,308.9,145.5,41.3,1455,208,1.0,True,Tool Wear Failure,87.38863754910838,B,OP_005,19.509620705262037,61.20394306015015
2020-01-04 07:00:00,Machine_L47258,2.988,308.9,139.8,51.5,1398,0,0.0,False,No Failure,93.46338219685697,B,OP_003,26.71016674540422,72.88998237884495
2020-01-04 08:00:00,Machine_L47259,2.988,308.9,140.2,37.9,1402,2,0.01,False,No Failure,89.67429638611608,B,OP_015,22.695131780253128,57.31426982235128
2020-01-04 09:00:00,Machine_H29494,2.988,308.8,144.5,49.9,1445,4,0.02,False,No Failure,99.57376983435329,C,OP_017,24.245619527342832,62.30871744311001
2020-01-04 10:00:00,Machine_L47261,2.989,308.9,145.0,47.5,1450,9,0.045,False,No Failure,87.33352438442525,A,OP_019,17.501393824609966,63.14492038508381
2020-01-04 11:00:00,Machine_L47262,2.989,308.9,145.3,40.8,1453,11,0.055,False,No Failure,89.73826218808384,B,OP_004,22.224344871602067,74.67284180783301
2020-01-04 12:00:00,Machine_L47263,2.99,309.0,146.9,40.1,1469,13,0.065,False,No Failure,92.30384477687682,A,OP_008,28.46770895298917,36.9033061767674
2020-01-04 13:00:00,Machine_L47264,2.989,308.9,142.2,47.6,1422,15,0.075,False,No Failure,94.74158545599957,B,OP_003,24.20186453127644,69.58742565574306
2020-01-04 14:00:00,Machine_14945,2.99,309.0,180.4,26.8,1804,17,0.085,False,No Failure,83.11047552405772,B,OP_005,31.956943177497777,77.58871814594963
2020-01-04 15:00:00,Machine_H29500,2.99,309.0,143.6,43.9,1436,20,0.1,False,No Failure,92.59229927370788,C,OP_005,19.931875050274645,44.76264028155512
2020-01-04 16:00:00,Machine_L47267,2.99,309.0,154.4,31.8,1544,25,0.125,False,No Failure,91.53736828338721,A,OP_005,16.869427896387414,71.19003979466342
2020-01-04 17:00:00,Machine_14948,2.99,309.0,141.9,45.2,1419,27,0.135,False,No Failure,86.25644246535015,A,OP_006,30.41802434309215,64.83939020684507
2020-01-04 18:00:00,Machine_14949,2.989,308.9,148.7,39.5,1487,30,0.15,False,No Failure,95.61390134149921,A,OP_009,18.146862538561056,33.94505569613352
2020-01-04 19:00:00,Machine_L47270,2.989,308.9,175.3,25.8,1753,33,0.165,False,No Failure,80.5060233234161,A,OP_008,20.301833164657822,54.78501702757307
2020-01-04 20:00:00,Machine_L47271,2.989,308.9,183.0,24.9,1830,35,0.175,False,No Failure,82.17751890525142,B,OP_013,20.679756225031493,39.39123314227043
2020-01-04 21:00:00,Machine_14952,2.989,308.9,172.7,27.1,1727,37,0.185,False,No Failure,95.926163972996,B,OP_016,28.146609839500968,57.50151439444129
2020-01-04 22:00:00,Machine_L47273,2.991,309.0,145.0,43.0,1450,40,0.2,False,No Failure,95.06290652366195,B,OP_015,17.56419502418538,76.31374394099686
2020-01-04 23:00:00,Machine_L47274,2.99,308.9,162.2,31.9,1622,42,0.21,False,No Failure,83.53479714255451,A,OP_005,34.32291975046573,46.972142268634876
2020-01-05 00:00:00,Machine_14955,2.99,309.0,135.1,52.2,1351,44,0.22,False,No Failure,93.96715456249069,B,OP_003,28.03960370017355,42.20897996272821
2020-01-05 01:00:00,Machine_14956,2.99,309.0,157.5,35.3,1575,47,0.235,False,No Failure,90.93390989599509,C,OP_015,29.155751006668726,43.49401754772465
2020-01-05 02:00:00,Machine_14957,2.989,308.9,175.0,29.9,1750,50,0.25,False,No Failure,81.00971684651681,A,OP_005,17.403221337450532,36.19961000528818
2020-01-05 03:00:00,Machine_L47278,2.989,308.8,152.9,32.7,1529,53,0.265,False,No Failure,84.88406087425783,B,OP_001,25.866126635480725,37.925923384621136
2020-01-05 04:00:00,Machine_L47279,2.988,308.8,152.3,44.4,1523,55,0.275,False,No Failure,89.2702122650118,C,OP_001,22.440212838453842,42.88688587524024
2020-01-05 05:00:00,Machine_L47280,2.988,308.9,185.2,25.0,1852,57,0.285,False,No Failure,97.11176074374609,A,OP_010,15.413855629635782,63.311901570015614
2020-01-05 07:00:00,Machine_L47282,2.988,308.8,155.5,40.6,1555,61,0.305,False,No Failure,96.20621403782776,A,OP_014,17.504173231085513,46.75515228857874
2020-01-05 08:00:00,Machine_14963,2.988,308.8,144.1,40.5,1441,63,0.315,False,No Failure,95.84005220676981,B,OP_009,28.987076623912607,41.91631974373662
2020-01-05 09:00:00,Machine_L47284,2.988,308.7,145.0,43.4,1450,66,0.33,False,No Failure,97.61700311206044,B,OP_007,31.72416052697694,77.00545319365179
2020-01-05 10:00:00,Machine_L47285,2.988,308.7,159.1,31.1,1591,68,0.34,False,No Failure,91.45214249240819,C,OP_008,17.39856354333124,72.43489689698058
2020-01-05 11:00:00,Machine_L47286,2.988,308.7,144.5,48.5,1445,70,0.35,False,No Failure,99.27812189995505,C,OP_017,26.635609021664962,33.92250849062046
2020-01-05 12:00:00,Machine_14967,2.988,308.8,149.7,46.8,1497,72,0.36,False,No Failure,92.06123125616475,C,OP_018,27.039848150790842,66.76553740763836
2020-01-05 13:00:00,Machine_H29522,2.989,308.8,162.1,32.7,1621,75,0.375,False,No Failure,80.2623782036814,C,OP_017,30.10544273376268,55.94522010615148
2020-01-05 14:00:00,Machine_L47289,2.989,308.7,157.2,34.1,1572,80,0.4,False,No Failure,83.33131412460774,B,OP_005,26.886177954941807,70.8229449173642
2020-01-05 15:00:00,Machine_L47290,2.988,308.6,187.2,22.5,1872,82,0.41,False,No Failure,95.05078351716145,C,OP_001,28.693456634091554,40.39997536142515
2020-01-05 16:00:00,Machine_H29525,2.987,308.6,149.9,43.5,1499,84,0.42,False,No Failure,89.14829539639139,C,OP_005,22.433861466570367,56.01822489295152
2020-01-05 17:00:00,Machine_14972,2.988,308.7,149.8,39.5,1498,89,0.445,False,No Failure,86.98003502827774,C,OP_004,31.014844365143354,77.60611073285591
2020-01-05 18:00:00,Machine_14973,2.988,308.6,148.6,41.9,1486,92,0.46,False,No Failure,81.47065003374496,B,OP_001,31.281482218400146,47.08128970597544
2020-01-05 19:00:00,Machine_L47294,2.988,308.6,168.0,29.4,1680,95,0.475,False,No Failure,81.44869747989357,B,OP_008,19.064065652956426,75.07047185971342
2020-01-05 20:00:00,Machine_L47295,2.988,308.6,143.1,45.7,1431,97,0.485,False,No Failure,86.50144431730335,B,OP_016,32.116970738727204,42.88310279590463
2020-01-05 21:00:00,Machine_L47296,2.989,308.7,156.4,34.1,1564,99,0.495,False,No Failure,85.9066064528545,C,OP_004,23.40131280964603,55.99537138478836
2020-01-05 22:00:00,Machine_L47297,2.988,308.6,159.9,33.0,1599,101,0.505,False,No Failure,92.95418792092447,C,OP_002,18.367856508480692,51.965761782311304
2020-01-05 23:00:00,Machine_14978,2.988,308.6,170.7,28.1,1707,103,0.515,False,No Failure,88.69353539091561,C,OP_019,20.873591381009632,72.33395183707015
2020-01-06 00:00:00,Machine_L47299,2.987,308.5,146.7,40.7,1467,106,0.53,False,No Failure,96.96892602450497,C,OP_018,21.583917728853677,36.53196717650009
2020-01-06 01:00:00,Machine_L47300,2.989,308.7,143.3,44.7,1433,108,0.54,False,No Failure,81.38116814138094,B,OP_008,22.862345627314134,47.00325624150523
2020-01-06 02:00:00,Machine_L47301,2.989,308.7,155.8,41.2,1558,110,0.55,False,No Failure,97.82493558932063,A,OP_016,19.820144993671768,41.046103270996994
2020-01-06 03:00:00,Machine_L47302,2.99,308.8,131.0,50.7,1310,112,0.56,False,No Failure,98.63540131641531,C,OP_017,15.354831119578646,43.76083702613672
2020-01-06 04:00:00,Machine_L47303,2.989,308.7,154.6,43.4,1546,114,0.57,False,No Failure,98.40881413190036,C,OP_011,21.823530787472595,65.57257192387506
2020-01-06 05:00:00,Machine_L47304,2.989,308.7,172.7,29.4,1727,116,0.58,False,No Failure,97.00864960569879,C,OP_018,26.31895466275519,46.831218802782715
2020-01-06 06:00:00,Machine_L47305,2.989,308.6,156.0,32.2,1560,118,0.59,False,No Failure,99.46337855239855,B,OP_015,31.99682272186523,64.22587161970091
2020-01-06 07:00:00,Machine_L47306,2.99,308.6,132.9,60.5,1329,120,0.6,False,No Failure,85.1358994151405,C,OP_002,32.05053256627134,39.29693997229476
2020-01-06 08:00:00,Machine_L47307,2.989,308.6,141.3,46.5,1413,122,0.61,False,No Failure,83.49331631397774,C,OP_002,25.514815664141892,58.17069154573768
2020-01-06 09:00:00,Machine_L47308,2.99,308.6,158.7,38.6,1587,124,0.62,False,No Failure,91.43996976313706,A,OP_011,31.50702438464775,78.59494842677472
2020-01-06 10:00:00,Machine_L47309,2.989,308.5,155.9,34.3,1559,126,0.63,False,No Failure,89.66732572366514,B,OP_002,23.578256883422714,48.13407796702408
2020-01-06 11:00:00,Machine_L47310,2.988,308.4,147.3,41.1,1473,128,0.64,False,No Failure,93.3718331648272,B,OP_017,18.721818299012796,52.98500698141743
2020-01-06 12:00:00,Machine_L47311,2.988,308.4,173.7,27.7,1737,130,0.65,False,No Failure,94.73335971667619,A,OP_015,27.80478712710363,32.394525837587516
2020-01-06 13:00:00,Machine_14992,2.987,308.4,144.1,43.2,1441,132,0.66,False,No Failure,93.31836034004797,C,OP_008,19.10720597587359,46.97155643624082
2020-01-06 14:00:00,Machine_14993,2.987,308.4,143.0,49.6,1430,135,0.675,False,No Failure,89.25172588154915,B,OP_019,22.674915009231547,36.21526884032497
2020-01-06 15:00:00,Machine_L47314,2.988,308.4,136.9,53.0,1369,138,0.69,False,No Failure,86.67612691111809,A,OP_016,18.490052305872286,71.48935279405609
2020-01-06 16:00:00,Machine_14995,2.988,308.5,171.1,28.5,1711,140,0.7,False,No Failure,86.70264220661238,C,OP_015,24.743855692980055,44.35111328362959
2020-01-06 17:00:00,Machine_H29550,2.987,308.5,142.0,45.7,1420,143,0.715,False,No Failure,95.00002322163827,B,OP_006,32.39888014371036,30.09863276519046
2020-01-06 18:00:00,Machine_L47317,2.987,308.6,129.7,55.3,1297,148,0.74,False,No Failure,85.22974616105975,A,OP_013,27.167957871372625,62.96281927223868
2020-01-06 19:00:00,Machine_H29552,2.988,308.6,144.9,49.4,1449,150,0.75,False,No Failure,91.7300496179667,C,OP_006,15.658932162185158,48.664040814823956
2020-01-06 20:00:00,Machine_L47319,2.988,308.6,126.8,55.8,1268,155,0.775,False,No Failure,98.53720634755376,C,OP_003,17.693606840496034,61.44213341089745
2020-01-06 21:00:00,Machine_L47320,2.988,308.6,151.1,36.1,1511,157,0.785,False,No Failure,95.9021840579942,A,OP_005,24.44945874789432,52.62666231007824
2020-01-06 22:00:00,Machine_L47321,2.987,308.5,154.4,35.2,1544,159,0.795,False,No Failure,80.25583294461295,C,OP_005,32.89247499867568,79.08718050008926
2020-01-06 23:00:00,Machine_15002,2.986,308.4,177.8,28.2,1778,161,0.805,False,No Failure,85.76460833391275,A,OP_017,34.82829256164234,79.58641846151056
2020-01-07 00:00:00,Machine_H29557,2.986,308.4,140.7,50.5,1407,164,0.82,False,No Failure,85.39162429576466,A,OP_007,20.268848023781636,63.27169413738034
2020-01-07 01:00:00,Machine_15004,2.986,308.4,139.1,42.4,1391,169,0.845,False,No Failure,85.03953929464123,C,OP_001,28.26827985616056,79.95473780203258
2020-01-07 02:00:00,Machine_L47325,2.985,308.4,151.3,33.6,1513,172,0.86,False,No Failure,87.19848139192791,C,OP_016,32.47149050720803,68.89582572538208
2020-01-07 03:00:00,Machine_H29560,2.985,308.4,161.2,36.1,1612,174,0.87,False,No Failure,81.54422895739741,A,OP_002,21.785094197970416,78.62888786837426
2020-01-07 04:00:00,Machine_L47327,2.984,308.4,151.5,40.1,1515,179,0.895,False,No Failure,92.13320068589921,B,OP_018,21.955839348159433,50.65244573830958
2020-01-07 05:00:00,Machine_15008,2.983,308.3,137.9,48.0,1379,181,0.905,False,No Failure,86.15788819182991,B,OP_001,32.62598090865536,36.63657550508056
2020-01-07 06:00:00,Machine_L47329,2.984,308.3,147.3,39.9,1473,184,0.92,False,No Failure,84.17561253122224,C,OP_003,23.779627868056718,31.500312573334593
2020-01-07 07:00:00,Machine_L47330,2.984,308.3,142.2,42.7,1422,186,0.93,False,No Failure,92.06949005462418,B,OP_008,18.547139425103556,61.67709316558327
2020-01-07 08:00:00,Machine_15011,2.984,308.2,146.3,37.6,1463,188,0.94,False,No Failure,87.48167702823812,A,OP_002,32.99334012471522,57.33622639855031
2020-01-07 09:00:00,Machine_15012,2.984,308.2,158.4,41.0,1584,191,0.955,False,No Failure,91.88665081016993,B,OP_015,34.130737806750886,36.86117696588198
2020-01-07 10:00:00,Machine_L47333,2.984,308.2,185.0,27.0,1850,194,0.97,False,No Failure,98.29523799218626,B,OP_001,33.876451271279045,71.38239565840945
2020-01-07 11:00:00,Machine_L47334,2.984,308.2,152.8,36.2,1528,196,0.98,False,No Failure,93.9594208578846,A,OP_019,23.81449662236417,50.85985335053944
2020-01-07 13:00:00,Machine_15016,2.984,308.1,149.5,46.0,1495,203,1.0,False,No Failure,85.54944202032245,C,OP_010,20.4113823275452,63.53260173604897
2020-01-07 14:00:00,Machine_H29571,2.984,308.2,147.8,43.5,1478,206,1.0,False,No Failure,91.3144073211871,A,OP_012,32.88093317568976,70.09976978687143
2020-01-07 15:00:00,Machine_15018,2.984,308.2,149.9,40.0,1499,211,1.0,False,No Failure,91.90544056338575,A,OP_016,25.118283868923555,72.69448097653097
2020-01-07 16:00:00,Machine_L47339,2.984,308.2,147.1,47.0,1471,214,1.0,False,No Failure,88.72377003660533,B,OP_008,18.340475743569264,49.702303938767024
2020-01-07 17:00:00,Machine_L47340,2.984,308.2,128.2,60.7,1282,216,1.0,True,Overstrain Failure,92.41810235752702,A,OP_001,23.19545502493173,74.23323937177949
2020-01-07 18:00:00,Machine_L47341,2.983,308.1,141.2,52.3,1412,218,1.0,True,Overstrain Failure,92.32814963900503,A,OP_007,18.2849466465521,40.78351014608412
2020-01-07 19:00:00,Machine_L47342,2.983,308.1,158.6,35.5,1586,0,0.0,False,No Failure,95.72543088435606,C,OP_015,27.47497773576839,60.762148263198334
2020-01-07 20:00:00,Machine_15023,2.984,308.2,146.8,43.8,1468,2,0.01,False,No Failure,93.95316737145203,A,OP_013,28.21989680163543,77.02552338325833
2020-01-07 21:00:00,Machine_15024,2.985,308.3,144.0,43.6,1440,5,0.025,False,No Failure,87.89414012909822,C,OP_004,17.396938937171875,72.53206347132834
2020-01-07 22:00:00,Machine_L47345,2.985,308.4,173.3,26.0,1733,8,0.04,False,No Failure,97.68257224887347,B,OP_010,18.98081402655057,56.010951683991614
2020-01-07 23:00:00,Machine_H29580,2.984,308.2,161.2,32.6,1612,10,0.05,False,No Failure,90.35789418605124,B,OP_003,26.10811579506027,35.642706457597754
2020-01-08 00:00:00,Machine_H29581,2.984,308.3,145.8,42.9,1458,15,0.075,False,No Failure,80.56291328314734,C,OP_002,16.162146275632658,79.1075537061885
