equipment_id,rul,failure_probability
Machine_H29580,950.0,0.95
Machine_H29581,925.0,0.925
Machine_L47348,900.0,0.9
Machine_L47349,890.0,0.89
Machine_15030,880.0,0.88
Machine_L47351,865.0,0.865
Machine_15032,855.0,0.855
Machine_15033,840.0,0.84
Machine_L47354,825.0,0.825
Machine_L47355,815.0,0.815
Machine_L47356,804.9999999999999,0.8049999999999999
Machine_L47358,785.0,0.785
Machine_L47359,775.0,0.775
Machine_L47360,765.0,0.765
Machine_H29595,755.0,0.755
Machine_15042,730.0,0.73
Machine_L47363,715.0000000000001,0.7150000000000001
Machine_L47364,705.0000000000001,0.7050000000000001
Machine_L47365,695.0000000000001,0.6950000000000001
Machine_L47366,685.0,0.685
Machine_L47367,675.0,0.675
Machine_L47368,665.0,0.665
Machine_15049,655.0,0.655
Machine_L47370,640.0,0.64
Machine_L47371,630.0,0.63
Machine_H29606,620.0,0.62
Machine_H29607,595.0,0.595
Machine_L47375,554.9999999999999,0.5549999999999999
Machine_H29610,544.9999999999999,0.5449999999999999
Machine_15057,520.0,0.52
Machine_L47378,505.0,0.505
Machine_L47379,495.0,0.495
Machine_L47380,485.0,0.485
Machine_L47381,475.0,0.475
Machine_15062,464.99999999999994,0.46499999999999997
Machine_L47383,449.99999999999994,0.44999999999999996
Machine_L47384,439.99999999999994,0.43999999999999995
Machine_15065,430.00000000000006,0.43000000000000005
Machine_L47386,415.00000000000006,0.41500000000000004
Machine_15067,405.0,0.405
Machine_L47388,390.0,0.39
Machine_L47389,380.0,0.38
Machine_L47390,370.0,0.37
Machine_L47391,360.0,0.36
Machine_H29626,350.0,0.35
Machine_L47393,324.99999999999994,0.32499999999999996
Machine_15074,314.99999999999994,0.31499999999999995
Machine_L47395,300.00000000000006,0.30000000000000004
Machine_L47396,290.00000000000006,0.29000000000000004
Machine_L47397,280.0,0.28
Machine_L47398,270.0,0.27
Machine_15079,260.0,0.26
Machine_L47400,245.0,0.245
Machine_H29635,235.0,0.235
Machine_L47402,209.99999999999997,0.20999999999999996
Machine_L47403,199.99999999999994,0.19999999999999996
Machine_L47404,189.99999999999994,0.18999999999999995
Machine_L47405,180.00000000000006,0.18000000000000005
Machine_L47406,170.00000000000003,0.17000000000000004
Machine_L47407,160.00000000000003,0.16000000000000003
Machine_15088,150.00000000000003,0.15000000000000002
Machine_L47409,135.0,0.135
Machine_L47410,125.0,0.125
Machine_L47411,114.99999999999999,0.11499999999999999
Machine_L47412,104.99999999999999,0.10499999999999998
Machine_L47413,94.99999999999997,0.09499999999999997
Machine_L47414,84.99999999999997,0.08499999999999998
Machine_15095,74.99999999999996,0.07499999999999996
Machine_L47416,60.00000000000006,0.06000000000000006
Machine_15097,50.00000000000004,0.050000000000000044
Machine_L47418,35.00000000000003,0.03500000000000003
Machine_L47419,25.00000000000002,0.025000000000000022
Machine_15100,15.000000000000014,0.015000000000000015
Machine_L47421,0.0,0.0
Machine_L47422,0.0,0.0
Machine_L47423,0.0,0.0
Machine_15104,0.0,0.0
Machine_15105,0.0,0.0
Machine_L47426,0.0,0.0
Machine_L47427,0.0,0.0
Machine_L47428,0.0,0.0
Machine_L47429,0.0,0.0
Machine_L47430,1000.0,0.95
Machine_15111,990.0,0.95
Machine_L47432,975.0,0.95
Machine_L47433,965.0,0.95
Machine_L47434,955.0,0.95
Machine_L47435,945.0,0.945
Machine_L47436,935.0,0.935
Machine_L47437,925.0,0.925
Machine_L47438,915.0,0.915
Machine_15119,905.0,0.905
Machine_15120,890.0,0.89
Machine_L47441,875.0,0.875
Machine_15122,865.0,0.865
Machine_15123,850.0,0.85
Machine_L47444,835.0,0.835
Machine_L47445,825.0,0.825
Machine_H29680,815.0,0.815
Machine_L47447,790.0,0.79
Machine_H29682,780.0,0.78
Machine_L47449,755.0,0.755
Machine_H29684,745.0,0.745
Machine_15131,720.0,0.72
Machine_L47452,705.0000000000001,0.7050000000000001
Machine_L47453,695.0000000000001,0.6950000000000001
Machine_L47454,685.0,0.685
Machine_L47455,675.0,0.675
Machine_15136,665.0,0.665
Machine_H29691,650.0,0.65
Machine_15138,625.0,0.625
Machine_L47459,610.0,0.61
Machine_15140,600.0,0.6
Machine_L47461,585.0,0.585
Machine_15142,575.0,0.575
Machine_L47463,560.0,0.56
Machine_L47465,540.0,0.54
Machine_L47466,530.0,0.53
Machine_L47467,520.0,0.52
Machine_H29702,510.0,0.51
Machine_L47469,485.0,0.485
Machine_L47470,475.0,0.475
Machine_L47471,464.99999999999994,0.46499999999999997
Machine_L47472,454.99999999999994,0.45499999999999996
Machine_H29707,444.99999999999994,0.44499999999999995
Machine_15154,420.00000000000006,0.42000000000000004
Machine_15155,405.0,0.405
Machine_L47476,390.0,0.39
Machine_L47477,380.0,0.38
Machine_15159,345.0,0.345
Machine_L47480,329.99999999999994,0.32999999999999996
Machine_L47481,319.99999999999994,0.31999999999999995
Machine_H29716,310.00000000000006,0.31000000000000005
Machine_15163,285.00000000000006,0.28500000000000003
Machine_L47484,270.0,0.27
Machine_L47486,250.0,0.25
Machine_15167,240.0,0.24
Machine_L47488,224.99999999999997,0.22499999999999998
Machine_15169,214.99999999999997,0.21499999999999997
Machine_H29724,199.99999999999994,0.19999999999999996
Machine_15171,175.00000000000006,0.17500000000000004
Machine_L47492,160.00000000000003,0.16000000000000003
Machine_L47493,150.00000000000003,0.15000000000000002
Machine_15174,140.0,0.14
Machine_L47495,125.0,0.125
Machine_L47496,114.99999999999999,0.11499999999999999
Machine_L47497,104.99999999999999,0.10499999999999998
Machine_L47498,94.99999999999997,0.09499999999999997
Machine_L47499,84.99999999999997,0.08499999999999998
Machine_H29734,74.99999999999996,0.07499999999999996
Machine_L47501,50.00000000000004,0.050000000000000044
Machine_L47502,40.000000000000036,0.040000000000000036
Machine_L47503,30.00000000000003,0.03000000000000003
Machine_15184,20.000000000000018,0.020000000000000018
Machine_L47505,5.000000000000004,0.0050000000000000044
Machine_L47506,0.0,0.0
Machine_L47507,0.0,0.0
Machine_H29742,0.0,0.0
Machine_H29743,0.0,0.0
Machine_15190,0.0,0.0
Machine_15191,0.0,0.0
Machine_15192,1000.0,0.95
Machine_L47513,985.0,0.95
Machine_15194,975.0,0.95
Machine_L47515,960.0,0.95
Machine_L47517,935.0,0.935
Machine_L47518,925.0,0.925
Machine_15199,915.0,0.915
Machine_L47520,900.0,0.9
Machine_15201,890.0,0.89
Machine_L47522,875.0,0.875
Machine_L47523,865.0,0.865
Machine_L47525,840.0,0.84
Machine_15206,830.0,0.83
Machine_L47527,815.0,0.815
Machine_L47528,804.9999999999999,0.8049999999999999
Machine_L47529,795.0,0.795
Machine_H29764,785.0,0.785
Machine_15211,760.0,0.76
Machine_15212,745.0,0.745
Machine_H29767,730.0,0.73
Machine_L47534,705.0000000000001,0.7050000000000001
Machine_L47535,695.0000000000001,0.6950000000000001
Machine_15216,685.0,0.685
Machine_L47537,669.9999999999999,0.6699999999999999
Machine_15218,659.9999999999999,0.6599999999999999
Machine_15219,645.0,0.645
Machine_15220,630.0,0.63
Machine_L47541,615.0,0.615
Machine_H29776,605.0,0.605
Machine_L47543,580.0000000000001,0.5800000000000001
Machine_L47544,570.0000000000001,0.5700000000000001
Machine_L47545,560.0,0.56
Machine_15226,550.0,0.55
Machine_15227,534.9999999999999,0.5349999999999999
Machine_L47548,520.0,0.52
Machine_H29783,510.0,0.51
Machine_15230,485.0,0.485
Machine_L47551,470.0,0.47
Machine_15232,459.99999999999994,0.45999999999999996
Machine_L47553,444.99999999999994,0.44499999999999995
Machine_L47554,435.00000000000006,0.43500000000000005
Machine_L47555,425.00000000000006,0.42500000000000004
Machine_15236,415.00000000000006,0.41500000000000004
Machine_15237,400.0,0.4
Machine_L47558,385.0,0.385
Machine_L47559,375.0,0.375
Machine_L47561,355.0,0.355
Machine_L47562,345.0,0.345
Machine_15243,334.99999999999994,0.33499999999999996
Machine_L47564,319.99999999999994,0.31999999999999995
Machine_15245,310.00000000000006,0.31000000000000005
Machine_L47566,295.00000000000006,0.29500000000000004
Machine_L47567,285.00000000000006,0.28500000000000003
Machine_L47568,275.0,0.275
Machine_15249,265.0,0.265
Machine_L47570,250.0,0.25
Machine_L47571,240.0,0.24
Machine_15252,229.99999999999997,0.22999999999999998
Machine_15253,214.99999999999997,0.21499999999999997
Machine_L47574,199.99999999999994,0.19999999999999996
Machine_L47575,189.99999999999994,0.18999999999999995
Machine_L47576,180.00000000000006,0.18000000000000005
Machine_15257,170.00000000000003,0.17000000000000004
Machine_H29812,155.00000000000003,0.15500000000000003
Machine_L47579,130.0,0.13
Machine_L47581,109.99999999999999,0.10999999999999999
Machine_L47582,99.99999999999997,0.09999999999999998
Machine_L47583,89.99999999999997,0.08999999999999997
Machine_L47584,79.99999999999996,0.07999999999999996
Machine_L47585,69.99999999999996,0.06999999999999995
Machine_L47586,60.00000000000006,0.06000000000000006
Machine_15267,50.00000000000004,0.050000000000000044
Machine_15268,35.00000000000003,0.03500000000000003
Machine_L47589,20.000000000000018,0.020000000000000018
Machine_15270,10.000000000000009,0.010000000000000009
Machine_L47591,0.0,0.0
Machine_L47592,0.0,0.0
Machine_L47593,0.0,0.0
Machine_L47594,0.0,0.0
Machine_L47595,0.0,0.0
Machine_L47596,0.0,0.0
Machine_L47597,0.0,0.0
Machine_15279,990.0,0.95
Machine_15280,975.0,0.95
Machine_15281,960.0,0.95
Machine_L47602,945.0,0.945
Machine_L47603,935.0,0.935
Machine_L47604,925.0,0.925
Machine_15285,915.0,0.915
Machine_L47606,900.0,0.9
Machine_15287,890.0,0.89
Machine_15288,875.0,0.875
Machine_L47609,860.0,0.86
Machine_L47610,850.0,0.85
Machine_L47611,840.0,0.84
Machine_15292,830.0,0.83
Machine_15293,815.0,0.815
Machine_15294,800.0,0.8
Machine_L47615,785.0,0.785
Machine_L47616,775.0,0.775
Machine_L47617,765.0,0.765
Machine_L47618,755.0,0.755
Machine_15299,745.0,0.745
Machine_L47620,730.0,0.73
Machine_H29855,720.0,0.72
Machine_L47622,695.0000000000001,0.6950000000000001
Machine_H29857,685.0,0.685
Machine_L47624,659.9999999999999,0.6599999999999999
Machine_L47625,650.0,0.65
Machine_L47626,640.0,0.64
Machine_15307,630.0,0.63
Machine_L47628,615.0,0.615
Machine_L47629,605.0,0.605
Machine_15310,595.0,0.595
Machine_H29865,580.0000000000001,0.5800000000000001
Machine_15312,554.9999999999999,0.5549999999999999
Machine_L47633,540.0,0.54
Machine_L47634,530.0,0.53
Machine_L47635,520.0,0.52
Machine_H29870,510.0,0.51
Machine_L47637,485.0,0.485
Machine_L47638,475.0,0.475
Machine_L47639,464.99999999999994,0.46499999999999997
Machine_H29874,454.99999999999994,0.45499999999999996
Machine_L47641,430.00000000000006,0.43000000000000005
Machine_L47642,420.00000000000006,0.42000000000000004
Machine_L47644,400.0,0.4
Machine_15325,390.0,0.39
Machine_L47646,375.0,0.375
Machine_L47648,355.0,0.355
Machine_15329,345.0,0.345
Machine_H29884,329.99999999999994,0.32999999999999996
Machine_H29885,305.00000000000006,0.30500000000000005
Machine_15332,280.0,0.28
Machine_15333,265.0,0.265
Machine_L47654,250.0,0.25
Machine_L47655,240.0,0.24
Machine_L47656,229.99999999999997,0.22999999999999998
Machine_H29891,219.99999999999997,0.21999999999999997
Machine_L47658,194.99999999999994,0.19499999999999995
Machine_15339,185.00000000000006,0.18500000000000005
Machine_L47660,170.00000000000003,0.17000000000000004
Machine_15341,160.00000000000003,0.16000000000000003
Machine_L47662,145.00000000000003,0.14500000000000002
Machine_L47663,135.0,0.135
Machine_L47664,125.0,0.125
Machine_15345,114.99999999999999,0.11499999999999999
Machine_15346,99.99999999999997,0.09999999999999998
Machine_15347,84.99999999999997,0.08499999999999998
Machine_L47668,69.99999999999996,0.06999999999999995
Machine_15349,60.00000000000006,0.06000000000000006
Machine_L47670,45.00000000000004,0.04500000000000004
Machine_L47671,35.00000000000003,0.03500000000000003
Machine_L47672,25.00000000000002,0.025000000000000022
Machine_L47673,15.000000000000014,0.015000000000000015
Machine_L47674,5.000000000000004,0.0050000000000000044
Machine_H29909,0.0,0.0
Machine_15356,0.0,0.0
Machine_L47677,0.0,0.0
Machine_L47678,0.0,0.0
Machine_L47679,0.0,0.0
Machine_15360,0.0,0.0
Machine_15361,0.0,0.0
Machine_L47682,0.0,0.0
Machine_15363,1000.0,0.95
Machine_15364,985.0,0.95
Machine_L47685,970.0,0.95
Machine_L47686,960.0,0.95
Machine_H29921,950.0,0.95
Machine_L47688,925.0,0.925
Machine_15369,915.0,0.915
Machine_L47690,900.0,0.9
Machine_L47691,890.0,0.89
Machine_L47692,880.0,0.88
Machine_L47693,870.0,0.87
Machine_L47694,860.0,0.86
Machine_L47695,850.0,0.85
Machine_L47696,840.0,0.84
Machine_15377,830.0,0.83
Machine_L47698,815.0,0.815
Machine_L47700,790.0,0.79
Machine_L47701,780.0,0.78
Machine_15382,770.0,0.77
Machine_L47703,755.0,0.755
Machine_L47704,745.0,0.745
Machine_L47705,735.0,0.735
Machine_L47706,725.0,0.725
Machine_15387,715.0000000000001,0.7150000000000001
Machine_15388,700.0,0.7
Machine_L47709,685.0,0.685
Machine_15390,675.0,0.675
Machine_L47711,659.9999999999999,0.6599999999999999
Machine_L47712,650.0,0.65
Machine_L47713,640.0,0.64
Machine_L47714,630.0,0.63
Machine_H29949,620.0,0.62
Machine_L47716,595.0,0.595
Machine_H29951,585.0,0.585
Machine_15398,560.0,0.56
Machine_15399,544.9999999999999,0.5449999999999999
Machine_L47720,530.0,0.53
Machine_L47721,520.0,0.52
Machine_L47722,510.0,0.51
Machine_H29957,500.0,0.5
Machine_15404,475.0,0.475
Machine_L47725,459.99999999999994,0.45999999999999996
Machine_L47726,449.99999999999994,0.44999999999999996
Machine_15407,439.99999999999994,0.43999999999999995
Machine_L47728,425.00000000000006,0.42500000000000004
Machine_L47729,415.00000000000006,0.41500000000000004
Machine_L47730,405.0,0.405
Machine_L47731,395.0,0.395
Machine_15412,385.0,0.385
Machine_15413,370.0,0.37
Machine_H29968,355.0,0.355
Machine_15415,329.99999999999994,0.32999999999999996
Machine_L47736,314.99999999999994,0.31499999999999995
Machine_15417,305.00000000000006,0.30500000000000005
Machine_L47738,290.00000000000006,0.29000000000000004
Machine_L47739,280.0,0.28
Machine_L47740,270.0,0.27
Machine_15421,260.0,0.26
Machine_L47742,245.0,0.245
Machine_L47743,235.0,0.235
Machine_H29978,224.99999999999997,0.22499999999999998
Machine_H29979,199.99999999999994,0.19999999999999996
Machine_15426,175.00000000000006,0.17500000000000004
Machine_15427,160.00000000000003,0.16000000000000003
Machine_L47748,145.00000000000003,0.14500000000000002
Machine_15429,135.0,0.135
Machine_L47750,120.0,0.12
Machine_15431,109.99999999999999,0.10999999999999999
Machine_L47752,94.99999999999997,0.09499999999999997
Machine_L47753,84.99999999999997,0.08499999999999998
Machine_15434,74.99999999999996,0.07499999999999996
Machine_15435,60.00000000000006,0.06000000000000006
Machine_H29990,45.00000000000004,0.04500000000000004
Machine_L47757,20.000000000000018,0.020000000000000018
Machine_L47758,10.000000000000009,0.010000000000000009
Machine_15439,0.0,0.0
Machine_15440,0.0,0.0
Machine_L47761,0.0,0.0
Machine_L47762,0.0,0.0
Machine_H29997,0.0,0.0
Machine_H29998,0.0,0.0
Machine_L47766,0.0,0.0
Machine_H30001,0.0,0.0
Machine_L47768,0.0,0.0
Machine_L47769,0.0,0.0
Machine_L47770,0.0,0.0
Machine_H30005,0.0,0.0
Machine_H30006,0.0,0.0
Machine_L47773,1000.0,0.95
Machine_H30008,990.0,0.95
Machine_15455,965.0,0.95
Machine_15456,950.0,0.95
Machine_H30011,935.0,0.935
Machine_L47778,910.0,0.91
Machine_H30013,900.0,0.9
Machine_L47780,875.0,0.875
Machine_L47784,835.0,0.835
Machine_15465,825.0,0.825
Machine_L47786,810.0,0.81
Machine_15467,800.0,0.8
Machine_L47788,785.0,0.785
Machine_L47789,775.0,0.775
Machine_L47790,765.0,0.765
Machine_L47791,755.0,0.755
Machine_L47792,745.0,0.745
Machine_L47793,735.0,0.735
Machine_15474,725.0,0.725
Machine_L47795,710.0,0.71
Machine_H30030,700.0,0.7
Machine_15477,675.0,0.675
Machine_H30032,659.9999999999999,0.6599999999999999
Machine_L47799,635.0,0.635
Machine_15480,625.0,0.625
Machine_L47801,610.0,0.61
Machine_15482,600.0,0.6
Machine_L47803,585.0,0.585
Machine_H30038,575.0,0.575
Machine_L47805,550.0,0.55
Machine_L47806,540.0,0.54
Machine_L47807,530.0,0.53
Machine_15488,520.0,0.52
Machine_L47809,505.0,0.505
Machine_L47810,495.0,0.495
Machine_L47811,485.0,0.485
Machine_H30046,475.0,0.475
Machine_L47813,449.99999999999994,0.44999999999999996
Machine_L47814,439.99999999999994,0.43999999999999995
Machine_L47815,430.00000000000006,0.43000000000000005
Machine_L47816,420.00000000000006,0.42000000000000004
Machine_L47817,410.00000000000006,0.41000000000000003
Machine_L47818,400.0,0.4
Machine_L47819,390.0,0.39
Machine_15500,380.0,0.38
Machine_L47821,365.0,0.365
Machine_15502,355.0,0.355
Machine_15503,339.99999999999994,0.33999999999999997
Machine_H30058,324.99999999999994,0.32499999999999996
Machine_L47825,300.00000000000006,0.30000000000000004
Machine_15506,290.00000000000006,0.29000000000000004
Machine_L47827,275.0,0.275
Machine_H30062,265.0,0.265
Machine_15509,240.0,0.24
Machine_L47830,224.99999999999997,0.22499999999999998
Machine_L47831,214.99999999999997,0.21499999999999997
Machine_L47832,204.99999999999997,0.20499999999999996
Machine_L47834,185.00000000000006,0.18500000000000005
Machine_L47835,175.00000000000006,0.17500000000000004
Machine_15516,165.00000000000003,0.16500000000000004
Machine_L47837,150.00000000000003,0.15000000000000002
Machine_L47838,140.0,0.14
Machine_L47839,130.0,0.13
Machine_15520,120.0,0.12
Machine_15521,104.99999999999999,0.10499999999999998
Machine_15522,89.99999999999997,0.08999999999999997
Machine_L47843,74.99999999999996,0.07499999999999996
Machine_L47844,64.99999999999994,0.06499999999999995
Machine_L47845,55.00000000000005,0.05500000000000005
Machine_L47846,45.00000000000004,0.04500000000000004
Machine_L47847,35.00000000000003,0.03500000000000003
Machine_L47848,25.00000000000002,0.025000000000000022
Machine_H30083,15.000000000000014,0.015000000000000015
Machine_L47850,0.0,0.0
Machine_L47851,0.0,0.0
Machine_15532,0.0,0.0
Machine_L47853,0.0,0.0
Machine_L47854,1000.0,0.95
Machine_15535,990.0,0.95
Machine_H30090,975.0,0.95
Machine_L47857,950.0,0.95
Machine_15538,940.0,0.94
Machine_L47859,925.0,0.925
Machine_15540,915.0,0.915
Machine_15541,900.0,0.9
Machine_H30096,885.0,0.885
Machine_L47863,860.0,0.86
Machine_L47864,850.0,0.85
Machine_15545,840.0,0.84
Machine_15546,825.0,0.825
Machine_15547,810.0,0.81
Machine_H30102,795.0,0.795
Machine_H30103,770.0,0.77
Machine_H30104,745.0,0.745
Machine_L47871,720.0,0.72
Machine_L47872,710.0,0.71
Machine_L47873,700.0,0.7
Machine_L47874,690.0,0.69
Machine_L47875,679.9999999999999,0.6799999999999999
Machine_15556,669.9999999999999,0.6699999999999999
Machine_15557,655.0,0.655
Machine_L47878,640.0,0.64
Machine_H30113,630.0,0.63
Machine_15560,605.0,0.605
Machine_L47881,590.0000000000001,0.5900000000000001
Machine_15562,580.0000000000001,0.5800000000000001
Machine_H30117,565.0,0.565
Machine_L47884,540.0,0.54
Machine_L47885,530.0,0.53
Machine_15566,520.0,0.52
Machine_L47887,505.0,0.505
Machine_15568,495.0,0.495
Machine_15569,480.0,0.48
Machine_15570,464.99999999999994,0.46499999999999997
Machine_L47891,449.99999999999994,0.44999999999999996
Machine_L47892,439.99999999999994,0.43999999999999995
Machine_L47893,430.00000000000006,0.43000000000000005
Machine_L47894,420.00000000000006,0.42000000000000004
Machine_L47895,410.00000000000006,0.41000000000000003
Machine_H30130,400.0,0.4
Machine_L47897,375.0,0.375
Machine_L47898,365.0,0.365
Machine_L47899,355.0,0.355
Machine_L47900,345.0,0.345
Machine_L47901,334.99999999999994,0.33499999999999996
Machine_L47902,324.99999999999994,0.32499999999999996
Machine_15583,314.99999999999994,0.31499999999999995
Machine_L47904,300.00000000000006,0.30000000000000004
Machine_L47905,290.00000000000006,0.29000000000000004
Machine_15586,280.0,0.28
Machine_H30141,265.0,0.265
Machine_15588,240.0,0.24
Machine_L47909,224.99999999999997,0.22499999999999998
Machine_15590,214.99999999999997,0.21499999999999997
Machine_15591,199.99999999999994,0.19999999999999996
Machine_L47912,185.00000000000006,0.18500000000000005
Machine_15593,175.00000000000006,0.17500000000000004
Machine_H30148,160.00000000000003,0.16000000000000003
Machine_L47915,135.0,0.135
Machine_L47916,125.0,0.125
Machine_H30151,114.99999999999999,0.11499999999999999
Machine_L47918,89.99999999999997,0.08999999999999997
Machine_L47919,79.99999999999996,0.07999999999999996
Machine_15600,69.99999999999996,0.06999999999999995
Machine_L47921,55.00000000000005,0.05500000000000005
Machine_L47922,45.00000000000004,0.04500000000000004
Machine_L47923,35.00000000000003,0.03500000000000003
Machine_L47924,25.00000000000002,0.025000000000000022
Machine_L47925,15.000000000000014,0.015000000000000015
Machine_L47926,5.000000000000004,0.0050000000000000044
Machine_L47927,0.0,0.0
Machine_H30162,0.0,0.0
Machine_L47930,0.0,0.0
Machine_15611,0.0,0.0
Machine_L47932,0.0,0.0
Machine_L47933,0.0,0.0
Machine_15614,0.0,0.0
Machine_H30169,0.0,0.0
Machine_L47936,0.0,0.0
Machine_L47937,0.0,0.0
